,Year,Category,Quota,Quota Premium,Total Bids Received,Number of Successful Bids
1797,2005,Cat D (Motorcycles),608,591,898,608
1798,2005,Cat D (Motorcycles),511,702,736,408
1799,2005,Cat D (Motorcycles),506,782,700,506
1800,2005,Cat D (Motorcycles),609,699,775,607
1801,2005,Cat D (Motorcycles),506,701,765,496
1802,2005,Cat D (Motorcycles),508,752,602,475
1803,2005,Cat D (Motorcycles),516,652,666,432
1804,2005,Cat D (Motorcycles),539,673,765,486
1805,2005,Cat D (Motorcycles),590,652,731,541
1806,2005,Cat D (Motorcycles),559,656,715,552
1807,2005,Cat D (Motorcycles),555,590,778,553
1808,2005,Cat D (Motorcycles),513,551,627,513
1809,2005,Cat D (Motorcycles),508,571,640,507
1810,2005,Cat D (Motorcycles),506,602,585,478
1811,2005,Cat D (Motorcycles),507,579,653,503
1812,2005,Cat D (Motorcycles),534,554,671,527
1813,2005,Cat D (Motorcycles),510,552,569,485
1814,2004,Cat D (Motorcycles),562,251,892,562
1815,2004,Cat D (Motorcycles),700,210,1116,695
1816,2004,Cat D (Motorcycles),557,189,816,554
1817,2004,Cat D (Motorcycles),561,169,694,530
1818,2004,Cat D (Motorcycles),560,203,740,523
1819,2004,Cat D (Motorcycles),587,456,1070,583
1820,2004,Cat D (Motorcycles),537,851,1181,530
1821,2004,Cat D (Motorcycles),503,853,840,488
1822,2004,Cat D (Motorcycles),507,803,912,503
1823,2004,Cat D (Motorcycles),514,801,1301,263
1824,2004,Cat D (Motorcycles),504,1001,829,295
1825,2004,Cat D (Motorcycles),750,722,1199,746
1826,2004,Cat D (Motorcycles),709,658,1006,700
1827,2004,Cat D (Motorcycles),503,551,913,490
1828,2004,Cat D (Motorcycles),509,652,899,499
1829,2004,Cat D (Motorcycles),512,564,787,511
1830,2004,Cat D (Motorcycles),509,701,874,501
1831,2004,Cat D (Motorcycles),500,699,649,496
1832,2004,Cat D (Motorcycles),507,652,774,499
1833,2004,Cat D (Motorcycles),503,602,751,489
1834,2004,Cat D (Motorcycles),507,651,765,504
1835,2004,Cat D (Motorcycles),513,611,596,512
1836,2004,Cat D (Motorcycles),502,663,700,502
1837,2004,Cat D (Motorcycles),500,601,690,472
1838,2003,Cat D (Motorcycles),840,1,795,795
1839,2003,Cat D (Motorcycles),1088,1,868,868
1840,2003,Cat D (Motorcycles),877,1,408,408
1841,2003,Cat D (Motorcycles),1051,1,834,834
1842,2003,Cat D (Motorcycles),1301,1,904,904
1843,2003,Cat D (Motorcycles),1048,1,644,644
1844,2003,Cat D (Motorcycles),954,136,1521,950
1845,2003,Cat D (Motorcycles),960,202,1411,943
1846,2003,Cat D (Motorcycles),561,233,671,530
1847,2003,Cat D (Motorcycles),573,351,791,553
1848,2003,Cat D (Motorcycles),588,452,932,494
1849,2003,Cat D (Motorcycles),576,502,773,564
1850,2003,Cat D (Motorcycles),651,503,858,612
1851,2003,Cat D (Motorcycles),568,404,764,565
1852,2003,Cat D (Motorcycles),596,405,815,486
1853,2003,Cat D (Motorcycles),559,369,674,552
1854,2003,Cat D (Motorcycles),667,302,899,554
1855,2003,Cat D (Motorcycles),563,303,778,466
1856,2003,Cat D (Motorcycles),670,270,854,668
1857,2003,Cat D (Motorcycles),653,280,1083,647
1858,2003,Cat D (Motorcycles),559,202,663,486
1859,2003,Cat D (Motorcycles),562,221,753,555
1860,2003,Cat D (Motorcycles),630,200,770,625
1861,2003,Cat D (Motorcycles),563,221,920,419
1862,2002,Cat D (Motorcycles),839,540,1319,835
1863,2002,Cat D (Motorcycles),838,409,1084,837
1864,2002,Cat D (Motorcycles),836,402,976,793
1865,2002,Cat D (Motorcycles),833,283,1044,831
1866,2002,Cat D (Motorcycles),875,109,1010,866
1867,2002,Cat D (Motorcycles),834,96,995,833
1868,2002,Cat D (Motorcycles),841,57,1035,835
1869,2002,Cat D (Motorcycles),833,101,1059,822
1870,2002,Cat D (Motorcycles),838,116,920,836
1871,2002,Cat D (Motorcycles),843,81,918,837
1872,2002,Cat D (Motorcycles),834,52,996,827
1873,2002,Cat D (Motorcycles),838,21,872,838
1874,2002,Cat D (Motorcycles),839,36,1061,731
1875,2002,Cat D (Motorcycles),832,22,907,829
1876,2002,Cat D (Motorcycles),940,10,1004,938
1877,2002,Cat D (Motorcycles),835,1,676,676
1878,2002,Cat D (Motorcycles),834,3,853,826
1879,2002,Cat D (Motorcycles),991,1,734,734
1880,2022,Cat E (Open),145,83911,226,145
1881,2022,Cat E (Open),149,82501,193,149
1882,2021,Cat E (Open),177,83889,241,177
1883,2021,Cat E (Open),149,85000,245,145
1884,2021,Cat E (Open),164,86001,253,133
1885,2021,Cat E (Open),159,88000,257,155
1886,2021,Cat E (Open),210,85000,391,191
1887,2021,Cat E (Open),214,72756,442,200
1888,2021,Cat E (Open),198,70002,400,186
1889,2021,Cat E (Open),206,64700,319,190
1890,2021,Cat E (Open),198,64901,408,197
1891,2021,Cat E (Open),199,59599,288,190
1892,2021,Cat E (Open),267,60001,408,266
1893,2021,Cat E (Open),259,57700,416,257
1894,2021,Cat E (Open),265,58001,519,257
1895,2021,Cat E (Open),259,61112,331,259
1896,2021,Cat E (Open),266,62000,400,260
1897,2021,Cat E (Open),268,63002,387,268
1898,2021,Cat E (Open),303,62100,633,295
1899,2021,Cat E (Open),296,52200,635,286
1900,2021,Cat E (Open),298,47806,430,291
1901,2021,Cat E (Open),296,47001,450,296
1902,2021,Cat E (Open),304,47506,503,302
1903,2021,Cat E (Open),300,49778,435,300
1904,2021,Cat E (Open),467,49489,758,463
1905,2021,Cat E (Open),467,49489,758,463
1906,2020,Cat E (Open),471,49500,688,469
1907,2020,Cat E (Open),464,45510,722,461
1908,2020,Cat E (Open),520,41503,803,512
1909,2020,Cat E (Open),464,39500,683,463
1910,2020,Cat E (Open),430,39889,672,373
1911,2020,Cat E (Open),427,40301,688,426
1912,2020,Cat E (Open),471,41001,671,468
1913,2020,Cat E (Open),470,40790,672,470
1914,2020,Cat E (Open),474,38110,764,467
1915,2020,Cat E (Open),472,36502,784,466
1916,2020,Cat E (Open),448,35001,714,438
1917,2020,Cat E (Open),444,34989,937,436
1918,2020,Cat E (Open),331,32500,503,324
1919,2020,Cat E (Open),333,32500,512,331
1920,2020,Cat E (Open),328,33301,550,324
1921,2020,Cat E (Open),335,34900,525,330
1922,2020,Cat E (Open),388,37500,528,388
1923,2020,Cat E (Open),384,38000,541,377
1924,2019,Cat E (Open),384,37989,496,373
1925,2019,Cat E (Open),384,38889,518,377
1926,2019,Cat E (Open),390,40889,540,383
1927,2019,Cat E (Open),383,40101,587,376
1928,2019,Cat E (Open),369,42020,506,356
1929,2019,Cat E (Open),364,41001,601,358
1930,2019,Cat E (Open),365,40000,632,350
1931,2019,Cat E (Open),359,37912,552,350
1932,2019,Cat E (Open),363,40002,593,353
1933,2019,Cat E (Open),357,40512,589,353
1934,2019,Cat E (Open),375,39889,751,367
1935,2019,Cat E (Open),379,36901,523,377
1936,2019,Cat E (Open),381,39400,536,380
1937,2019,Cat E (Open),380,42002,724,375
1938,2019,Cat E (Open),382,47000,626,375
1939,2019,Cat E (Open),384,52502,513,379
1940,2019,Cat E (Open),398,52410,667,391
1941,2019,Cat E (Open),400,48209,648,391
1942,2019,Cat E (Open),397,41000,730,396
1943,2019,Cat E (Open),408,37620,689,405
1944,2019,Cat E (Open),407,36667,658,407
1945,2019,Cat E (Open),403,35310,545,392
1946,2019,Cat E (Open),540,33689,797,530
1947,2019,Cat E (Open),546,32909,776,540
1948,2018,Cat E (Open),545,31809,778,545
1949,2018,Cat E (Open),552,30851,1021,546
1950,2018,Cat E (Open),552,30959,930,546
1951,2018,Cat E (Open),557,32000,862,544
1952,2018,Cat E (Open),539,32900,779,527
1953,2018,Cat E (Open),561,32552,1066,543
1954,2018,Cat E (Open),530,32000,928,519
1955,2018,Cat E (Open),540,31801,1006,506
1956,2018,Cat E (Open),527,32311,927,525
1957,2018,Cat E (Open),536,33420,896,524
1958,2018,Cat E (Open),558,32809,1082,558
1959,2018,Cat E (Open),591,31001,975,582
1960,2018,Cat E (Open),581,34400,868,580
1961,2018,Cat E (Open),559,37000,927,525
1962,2018,Cat E (Open),558,38700,836,533
1963,2018,Cat E (Open),565,38600,1008,562
1964,2018,Cat E (Open),573,38389,1027,571
1965,2018,Cat E (Open),612,38039,967,604
1966,2018,Cat E (Open),571,38000,977,564
1967,2018,Cat E (Open),571,39000,967,525
1968,2018,Cat E (Open),586,38801,1216,581
1969,2018,Cat E (Open),566,39903,790,562
1970,2018,Cat E (Open),515,44000,817,495
1971,2018,Cat E (Open),518,47390,923,518
1972,2017,Cat E (Open),531,48011,1003,529
1973,2017,Cat E (Open),542,54334,831,537
1974,2017,Cat E (Open),516,57501,844,498
1975,2017,Cat E (Open),524,57000,867,495
1976,2017,Cat E (Open),542,52000,809,539
1977,2017,Cat E (Open),540,49000,869,528
1978,2017,Cat E (Open),565,49012,905,563
1979,2017,Cat E (Open),543,48005,805,543
1980,2017,Cat E (Open),586,50000,781,562
1981,2017,Cat E (Open),547,52751,822,545
1982,2017,Cat E (Open),562,50101,941,516
1983,2017,Cat E (Open),528,49899,872,521
1984,2017,Cat E (Open),553,48001,925,519
1985,2017,Cat E (Open),528,50526,878,528
1986,2017,Cat E (Open),532,52000,731,506
1987,2017,Cat E (Open),529,55000,755,528
1988,2017,Cat E (Open),482,54616,712,477
1989,2017,Cat E (Open),486,54556,748,485
1990,2017,Cat E (Open),499,54501,783,499
1991,2017,Cat E (Open),482,53001,763,478
1992,2017,Cat E (Open),500,51000,800,483
1993,2017,Cat E (Open),488,48556,805,488
1994,2017,Cat E (Open),400,52600,662,381
1995,2017,Cat E (Open),401,53001,648,394
1996,2016,Cat E (Open),404,50389,668,404
1997,2016,Cat E (Open),413,50010,643,411
1998,2016,Cat E (Open),401,54901,531,397
1999,2016,Cat E (Open),401,56000,641,388
2000,2016,Cat E (Open),429,56340,678,428
2001,2016,Cat E (Open),436,54200,642,435
2002,2016,Cat E (Open),429,55201,592,429
2003,2016,Cat E (Open),458,56889,723,450
2004,2016,Cat E (Open),450,56956,618,450
2005,2016,Cat E (Open),429,58201,610,400
2006,2016,Cat E (Open),521,57501,821,500
2007,2016,Cat E (Open),517,56002,750,517
2008,2016,Cat E (Open),538,57390,1009,531
2009,2016,Cat E (Open),536,55100,860,533
2010,2016,Cat E (Open),534,49700,815,510
2011,2016,Cat E (Open),750,49000,1380,728
2012,2016,Cat E (Open),453,49501,834,433
2013,2016,Cat E (Open),583,47510,1397,346
2014,2016,Cat E (Open),452,46667,912,445
2015,2016,Cat E (Open),449,48002,951,312
2016,2016,Cat E (Open),456,45009,873,450
2017,2016,Cat E (Open),446,44001,824,443
2018,2016,Cat E (Open),360,51000,713,350
2019,2016,Cat E (Open),362,55089,498,361
2020,2015,Cat E (Open),360,57501,512,360
2021,2015,Cat E (Open),364,60003,495,362
2022,2015,Cat E (Open),365,62019,519,365
2023,2015,Cat E (Open),367,60689,505,363
2024,2015,Cat E (Open),361,60000,584,356
2025,2015,Cat E (Open),366,58801,582,360
2026,2015,Cat E (Open),368,61300,542,368
2027,2015,Cat E (Open),363,61010,580,358
2028,2015,Cat E (Open),363,61001,609,356
2029,2015,Cat E (Open),363,57885,607,361
2030,2015,Cat E (Open),272,60101,441,270
2031,2015,Cat E (Open),274,69001,411,272
2032,2015,Cat E (Open),272,74501,373,269
2033,2015,Cat E (Open),272,75801,392,267
2034,2015,Cat E (Open),283,78001,364,281
2035,2015,Cat E (Open),292,78004,445,290
2036,2015,Cat E (Open),176,79500,331,163
2037,2015,Cat E (Open),187,78000,311,165
2038,2015,Cat E (Open),174,72100,290,172
2039,2015,Cat E (Open),175,70500,322,162
2040,2015,Cat E (Open),193,67901,373,193
2041,2015,Cat E (Open),181,71921,288,181
2042,2015,Cat E (Open),264,76790,431,246
2043,2015,Cat E (Open),272,75200,386,265
2044,2014,Cat E (Open),264,73990,446,264
2045,2014,Cat E (Open),265,76904,370,257
2046,2014,Cat E (Open),263,73900,382,263
2047,2014,Cat E (Open),272,71300,403,271
2048,2014,Cat E (Open),242,72201,335,242
2049,2014,Cat E (Open),245,72003,390,236
2050,2014,Cat E (Open),256,74801,395,252
2051,2014,Cat E (Open),241,74403,385,235
2052,2014,Cat E (Open),241,72810,358,224
2053,2014,Cat E (Open),245,69001,429,243
2054,2014,Cat E (Open),319,65002,483,317
2055,2014,Cat E (Open),294,63001,441,288
2056,2014,Cat E (Open),302,65301,434,276
2057,2014,Cat E (Open),293,67334,465,292
2058,2014,Cat E (Open),294,67290,497,285
2059,2014,Cat E (Open),295,65501,525,295
2060,2014,Cat E (Open),192,73810,310,192
2061,2014,Cat E (Open),199,84100,283,197
2062,2014,Cat E (Open),193,84001,293,192
2063,2014,Cat E (Open),193,82000,292,185
2064,2014,Cat E (Open),193,79000,321,191
2065,2014,Cat E (Open),208,77003,351,205
2066,2014,Cat E (Open),261,78810,373,259
2067,2014,Cat E (Open),261,79000,392,244
2068,2013,Cat E (Open),268,77501,375,268
2069,2013,Cat E (Open),264,76901,365,264
2070,2013,Cat E (Open),266,83000,410,259
2071,2013,Cat E (Open),273,89001,379,270
2072,2013,Cat E (Open),269,92289,337,264
2073,2013,Cat E (Open),342,93889,483,330
2074,2013,Cat E (Open),261,87001,459,253
2075,2013,Cat E (Open),263,80000,431,181
2076,2013,Cat E (Open),264,79223,385,264
2077,2013,Cat E (Open),264,77989,407,261
2078,2013,Cat E (Open),240,76802,425,237
2079,2013,Cat E (Open),288,77000,485,284
2080,2013,Cat E (Open),251,83001,466,250
2081,2013,Cat E (Open),239,76000,534,189
2082,2013,Cat E (Open),251,66701,466,239
2083,2013,Cat E (Open),239,62301,447,238
2084,2013,Cat E (Open),240,62000,421,227
2085,2013,Cat E (Open),245,66989,450,244
2086,2013,Cat E (Open),279,73301,635,227
2087,2013,Cat E (Open),255,65001,1036,248
2088,2013,Cat E (Open),241,91910,370,200
2089,2013,Cat E (Open),238,94890,295,221
2090,2013,Cat E (Open),251,97889,344,248
2091,2013,Cat E (Open),256,96101,393,256
2092,2012,Cat E (Open),250,95990,406,241
2093,2012,Cat E (Open),246,97000,329,233
2094,2012,Cat E (Open),258,93990,352,250
2095,2012,Cat E (Open),244,92100,401,241
2096,2012,Cat E (Open),249,87000,371,233
2097,2012,Cat E (Open),243,86889,312,242
2098,2012,Cat E (Open),252,89990,421,245
2099,2012,Cat E (Open),245,87999,349,245
2100,2012,Cat E (Open),247,93990,301,238
2101,2012,Cat E (Open),260,95034,354,258
2102,2012,Cat E (Open),310,92700,429,306
2103,2012,Cat E (Open),312,86999,410,295
2104,2012,Cat E (Open),317,84389,427,315
2105,2012,Cat E (Open),315,85889,526,311
2106,2012,Cat E (Open),321,86889,544,312
2107,2012,Cat E (Open),311,88990,457,304
2108,2012,Cat E (Open),308,92010,447,295
2109,2012,Cat E (Open),309,84590,413,307
2110,2012,Cat E (Open),327,80101,449,327
2111,2012,Cat E (Open),309,76881,492,309
2112,2012,Cat E (Open),314,78000,507,296
2113,2012,Cat E (Open),312,73801,425,312
2114,2012,Cat E (Open),380,67101,538,375
2115,2012,Cat E (Open),344,65700,530,341
2116,2011,Cat E (Open),334,71000,521,285
2117,2011,Cat E (Open),349,74340,489,335
2118,2011,Cat E (Open),355,75889,496,352
2119,2011,Cat E (Open),330,78001,507,311
2120,2011,Cat E (Open),330,73600,518,306
2121,2011,Cat E (Open),331,65058,452,331
2122,2011,Cat E (Open),332,62502,449,332
2123,2011,Cat E (Open),330,65589,466,329
2124,2011,Cat E (Open),337,67000,516,335
2125,2011,Cat E (Open),360,70117,488,360
2126,2011,Cat E (Open),335,74490,459,328
2127,2011,Cat E (Open),372,68811,509,342
2128,2011,Cat E (Open),339,65490,468,334
2129,2011,Cat E (Open),338,62000,530,295
2130,2011,Cat E (Open),331,56889,470,322
2131,2011,Cat E (Open),330,56490,498,321
2132,2011,Cat E (Open),330,56001,484,329
2133,2011,Cat E (Open),341,57100,454,340
2134,2011,Cat E (Open),330,59073,458,330
2135,2011,Cat E (Open),336,62010,574,324
2136,2011,Cat E (Open),336,62001,558,335
2137,2011,Cat E (Open),333,58890,648,326
2138,2011,Cat E (Open),319,67009,433,312
2139,2011,Cat E (Open),309,75789,475,305
2140,2010,Cat E (Open),311,76102,463,302
2141,2010,Cat E (Open),313,64900,674,313
2142,2010,Cat E (Open),333,49890,634,332
2143,2010,Cat E (Open),316,46001,497,312
2144,2010,Cat E (Open),311,44900,455,287
2145,2010,Cat E (Open),311,44090,518,304
2146,2010,Cat E (Open),309,43290,520,307
2147,2010,Cat E (Open),310,44001,460,308
2148,2010,Cat E (Open),315,43501,583,315
2149,2010,Cat E (Open),309,42901,594,308
2150,2010,Cat E (Open),363,43565,725,357
2151,2010,Cat E (Open),399,41010,660,399
2152,2010,Cat E (Open),362,41006,682,359
2153,2010,Cat E (Open),361,41000,639,322
2154,2010,Cat E (Open),367,39000,608,365
2155,2010,Cat E (Open),404,39002,857,403
2156,2010,Cat E (Open),390,43003,709,383
2157,2010,Cat E (Open),372,49000,856,328
2158,2010,Cat E (Open),584,42001,1507,554
2159,2010,Cat E (Open),587,27590,1184,575
2160,2010,Cat E (Open),590,24229,1255,587
2161,2010,Cat E (Open),601,22401,1069,596
2162,2010,Cat E (Open),588,21899,1322,579
2163,2010,Cat E (Open),586,19889,1011,567
2164,2009,Cat E (Open),582,17889,1005,575
2165,2009,Cat E (Open),589,18509,850,585
2166,2009,Cat E (Open),587,18267,866,586
2167,2009,Cat E (Open),582,19000,923,575
2168,2009,Cat E (Open),592,19901,1082,586
2169,2009,Cat E (Open),584,21301,1062,584
2170,2009,Cat E (Open),716,20200,1244,705
2171,2009,Cat E (Open),722,19830,1227,720
2172,2009,Cat E (Open),721,17905,1187,721
2173,2009,Cat E (Open),743,19629,1224,737
2174,2009,Cat E (Open),716,18189,1352,711
2175,2009,Cat E (Open),720,17501,1278,693
2176,2009,Cat E (Open),717,15100,1516,717
2177,2009,Cat E (Open),719,12901,1335,715
2178,2009,Cat E (Open),725,10046,1285,724
2179,2009,Cat E (Open),716,8501,1409,713
2180,2009,Cat E (Open),717,7789,1365,708
2181,2009,Cat E (Open),720,7326,1202,720
2182,2009,Cat E (Open),768,5982,1228,768
2183,2009,Cat E (Open),762,5700,1298,759
2184,2009,Cat E (Open),762,5889,1507,746
2185,2009,Cat E (Open),756,3000,1225,746
2186,2009,Cat E (Open),758,3200,1025,748
2187,2009,Cat E (Open),767,5701,1118,763
2188,2008,Cat E (Open),759,6509,1138,754
2189,2008,Cat E (Open),761,7589,1337,747
2190,2008,Cat E (Open),757,6889,1027,751
2191,2008,Cat E (Open),760,10490,1061,752
2192,2008,Cat E (Open),769,12001,1100,765
2193,2008,Cat E (Open),754,15058,1144,747
2194,2008,Cat E (Open),880,14889,1408,864
2195,2008,Cat E (Open),880,14300,1503,879
2196,2008,Cat E (Open),883,14001,1318,878
2197,2008,Cat E (Open),884,14101,1229,879
2198,2008,Cat E (Open),880,14858,1178,872
2199,2008,Cat E (Open),875,15661,1258,866
2200,2008,Cat E (Open),878,15459,1352,873
2201,2008,Cat E (Open),882,16301,1221,882
2202,2008,Cat E (Open),876,16700,1345,873
2203,2008,Cat E (Open),886,16500,1416,879
2204,2008,Cat E (Open),877,18451,1266,876
2205,2008,Cat E (Open),881,19389,1348,870
2206,2008,Cat E (Open),1088,18854,1713,1086
2207,2008,Cat E (Open),1088,18670,1929,1082
2208,2008,Cat E (Open),1106,15110,1692,1105
2209,2008,Cat E (Open),1093,13301,1786,1092
2210,2008,Cat E (Open),1169,13801,1829,1150
2211,2008,Cat E (Open),1094,15601,1658,1088
2212,2007,Cat E (Open),1304,13301,1863,1296
2213,2007,Cat E (Open),1369,12599,1832,1350
2214,2007,Cat E (Open),1290,12721,1784,1290
2215,2007,Cat E (Open),1301,11804,1686,1293
2216,2007,Cat E (Open),1282,13201,2159,1277
2217,2007,Cat E (Open),1289,14502,2217,1272
2218,2007,Cat E (Open),1092,15315,1867,1090
2219,2007,Cat E (Open),1103,16101,1847,1098
2220,2007,Cat E (Open),1089,17856,2033,1082
2221,2007,Cat E (Open),1091,19510,1897,1088
2222,2007,Cat E (Open),1094,19351,1760,1091
2223,2007,Cat E (Open),1089,18539,1711,1070
2224,2007,Cat E (Open),1090,17400,1672,1088
2225,2007,Cat E (Open),1105,17410,1629,1099
2226,2007,Cat E (Open),1089,18003,1623,1080
2227,2007,Cat E (Open),1093,17302,1538,1064
2228,2007,Cat E (Open),1096,19323,1747,1096
2229,2007,Cat E (Open),1116,19199,1789,1115
2230,2007,Cat E (Open),1087,18000,1527,1062
2231,2007,Cat E (Open),1088,18000,1586,1028
2232,2007,Cat E (Open),1112,17809,1653,1111
2233,2007,Cat E (Open),1147,17001,1683,1130
2234,2007,Cat E (Open),1088,15501,1699,1081
2235,2007,Cat E (Open),1104,16000,1564,1022
2236,2006,Cat E (Open),1403,11701,1859,1401
2237,2006,Cat E (Open),1402,9801,1655,1399
2238,2006,Cat E (Open),1397,9275,1785,1397
2239,2006,Cat E (Open),1397,10400,2080,1396
2240,2006,Cat E (Open),1395,12697,2102,1387
2241,2006,Cat E (Open),1395,13689,2000,1394
2242,2006,Cat E (Open),1119,13301,1657,1112
2243,2006,Cat E (Open),1112,13000,1514,1047
2244,2006,Cat E (Open),1118,12402,1475,1110
2245,2006,Cat E (Open),1176,11717,1570,1176
2246,2006,Cat E (Open),1119,12000,1933,1083
2247,2006,Cat E (Open),1111,11002,1716,1095
2248,2006,Cat E (Open),1147,10803,1678,1142
2249,2006,Cat E (Open),1127,11101,1718,1126
2250,2006,Cat E (Open),1116,12699,1669,1114
2251,2006,Cat E (Open),1112,13605,1889,1108
2252,2006,Cat E (Open),1113,15200,1911,1025
2253,2006,Cat E (Open),1115,14900,1871,1102
2254,2006,Cat E (Open),1370,13000,2056,1292
2255,2006,Cat E (Open),1295,12605,1976,1290
2256,2006,Cat E (Open),1360,14156,2122,1359
2257,2006,Cat E (Open),1287,14501,1981,1279
2258,2006,Cat E (Open),1283,14669,1991,1261
2259,2006,Cat E (Open),1290,13499,1708,1203
2260,2005,Cat E (Open),1336,19295,1725,1335
2261,2005,Cat E (Open),1338,19002,1890,1301
2262,2005,Cat E (Open),1337,17300,1809,1335
2263,2005,Cat E (Open),1372,17999,2168,1348
2264,2005,Cat E (Open),1338,21999,1961,1336
2265,2005,Cat E (Open),1359,19001,1799,1337
2266,2005,Cat E (Open),1140,18802,1792,1140
2267,2005,Cat E (Open),1160,18000,1694,1147
2268,2005,Cat E (Open),1138,17699,1719,1125
2269,2005,Cat E (Open),1150,17399,1695,1135
2270,2005,Cat E (Open),1151,18200,1654,1134
2271,2005,Cat E (Open),1152,17999,1538,1108
2272,2005,Cat E (Open),1155,17199,1534,1139
2273,2005,Cat E (Open),1181,17199,1561,1119
2274,2005,Cat E (Open),1154,16999,1653,1137
2275,2005,Cat E (Open),1199,16296,1575,1197
2276,2005,Cat E (Open),1155,16699,1558,1133
2277,2005,Cat E (Open),1139,15699,1433,1092
2278,2005,Cat E (Open),1417,12000,1706,1352
2279,2005,Cat E (Open),1441,14503,2115,1427
2280,2005,Cat E (Open),1460,14801,1905,1441
2281,2005,Cat E (Open),1408,14505,2002,1408
2282,2005,Cat E (Open),1414,14200,2112,1406
2283,2005,Cat E (Open),1394,13302,1927,1386
2284,2004,Cat E (Open),1162,24019,1655,1145
2285,2004,Cat E (Open),1152,22801,1724,1150
2286,2004,Cat E (Open),1170,24016,1678,1164
2287,2004,Cat E (Open),1154,23801,1402,1150
2288,2004,Cat E (Open),1159,25492,1615,1148
2289,2004,Cat E (Open),1156,26401,1481,1135
2290,2004,Cat E (Open),1039,28339,1500,1030
2291,2004,Cat E (Open),1048,28108,1439,1043
2292,2004,Cat E (Open),1037,28000,1372,1033
2293,2004,Cat E (Open),1032,28101,1489,1029
2294,2004,Cat E (Open),1032,30301,1473,1019
2295,2004,Cat E (Open),1030,29999,1585,946
2296,2004,Cat E (Open),1041,28499,1411,1031
2297,2004,Cat E (Open),1111,27792,1436,1104
2298,2004,Cat E (Open),1038,27295,1365,1035
2299,2004,Cat E (Open),1034,26401,1378,1032
2300,2004,Cat E (Open),1031,27500,1580,1027
2301,2004,Cat E (Open),1029,26199,1300,984
2302,2004,Cat E (Open),1340,22000,2199,1317
2303,2004,Cat E (Open),1381,23369,1858,1381
2304,2004,Cat E (Open),1359,21798,1835,1353
2305,2004,Cat E (Open),1336,21999,1784,1306
2306,2004,Cat E (Open),1342,22809,1698,1342
2307,2004,Cat E (Open),1366,21298,1766,1364
2308,2003,Cat E (Open),1094,29001,1645,1094
2309,2003,Cat E (Open),1099,27416,1515,1099
2310,2003,Cat E (Open),1090,33901,1906,1090
2311,2003,Cat E (Open),1090,30100,1517,1084
2312,2003,Cat E (Open),1090,27000,1523,1031
2313,2003,Cat E (Open),1096,25501,1676,1085
2314,2003,Cat E (Open),946,27501,1535,942
2315,2003,Cat E (Open),898,28109,1471,897
2316,2003,Cat E (Open),891,29538,1320,891
2317,2003,Cat E (Open),888,31800,1478,885
2318,2003,Cat E (Open),887,32597,1417,876
2319,2003,Cat E (Open),890,32000,1328,879
2320,2003,Cat E (Open),898,32799,1379,893
2321,2003,Cat E (Open),898,32593,1337,891
2322,2003,Cat E (Open),892,31889,1401,888
2323,2003,Cat E (Open),894,30099,1312,892
2324,2003,Cat E (Open),891,29000,1358,877
2325,2003,Cat E (Open),889,30589,1345,887
2326,2003,Cat E (Open),1167,28997,1594,1148
2327,2003,Cat E (Open),1154,27900,1551,1151
2328,2003,Cat E (Open),1172,26700,1690,1161
2329,2003,Cat E (Open),1155,26999,1495,951
2330,2003,Cat E (Open),1164,25299,1508,1155
2331,2003,Cat E (Open),1356,24502,1789,1356
2332,2002,Cat E (Open),682,41001,1797,631
2333,2002,Cat E (Open),754,42043,1407,753
2334,2002,Cat E (Open),960,40001,1880,930
2335,2002,Cat E (Open),910,38399,1835,877
2336,2002,Cat E (Open),939,34397,1777,938
2337,2002,Cat E (Open),942,32511,1825,940
2338,2002,Cat E (Open),910,32356,1549,903
2339,2002,Cat E (Open),910,30501,1242,904
2340,2002,Cat E (Open),916,31899,1370,899
2341,2002,Cat E (Open),914,32001,1386,886
2342,2002,Cat E (Open),926,31493,1321,918
2343,2002,Cat E (Open),936,29499,1438,934
2344,2002,Cat E (Open),917,30989,1501,911
2345,2002,Cat E (Open),910,30801,1377,905
2346,2002,Cat E (Open),1097,27999,1663,1083
2347,2002,Cat E (Open),1095,28005,1445,1094
2348,2002,Cat E (Open),1105,28487,1477,1101
2349,2002,Cat E (Open),1091,27119,1501,1082
