,Year,Category,Quota,Quota Premium,Total Bids Received,Number of Successful Bids
1297,2006,Cat C (Goods vehicles and buses),595,6302,826,594
1298,2006,Cat C (Goods vehicles and buses),593,7296,841,585
1299,2006,Cat C (Goods vehicles and buses),588,8313,759,585
1300,2006,Cat C (Goods vehicles and buses),596,8430,749,588
1301,2006,Cat C (Goods vehicles and buses),590,8600,748,564
1302,2006,Cat C (Goods vehicles and buses),571,10059,781,566
1303,2006,Cat C (Goods vehicles and buses),590,11301,784,581
1304,2006,Cat C (Goods vehicles and buses),568,12101,727,564
1305,2006,Cat C (Goods vehicles and buses),573,11100,710,566
1306,2006,Cat C (Goods vehicles and buses),567,8657,672,567
1307,2006,Cat C (Goods vehicles and buses),571,6308,893,570
1308,2006,Cat C (Goods vehicles and buses),563,5951,816,555
1309,2006,Cat C (Goods vehicles and buses),565,5501,815,503
1310,2006,Cat C (Goods vehicles and buses),571,9001,775,568
1311,2006,Cat C (Goods vehicles and buses),626,10806,1165,617
1312,2006,Cat C (Goods vehicles and buses),566,15201,844,555
1313,2006,Cat C (Goods vehicles and buses),573,14200,1027,417
1314,2006,Cat C (Goods vehicles and buses),519,11203,900,509
1315,2006,Cat C (Goods vehicles and buses),663,2001,749,630
1316,2006,Cat C (Goods vehicles and buses),518,3669,682,515
1317,2006,Cat C (Goods vehicles and buses),540,1003,577,539
1318,2006,Cat C (Goods vehicles and buses),511,509,550,510
1319,2006,Cat C (Goods vehicles and buses),508,1,490,490
1320,2005,Cat C (Goods vehicles and buses),672,3710,790,671
1321,2005,Cat C (Goods vehicles and buses),681,4189,830,681
1322,2005,Cat C (Goods vehicles and buses),673,4301,850,672
1323,2005,Cat C (Goods vehicles and buses),672,4499,794,667
1324,2005,Cat C (Goods vehicles and buses),673,6590,849,672
1325,2005,Cat C (Goods vehicles and buses),677,7100,823,669
1326,2005,Cat C (Goods vehicles and buses),589,7100,733,582
1327,2005,Cat C (Goods vehicles and buses),596,6841,712,596
1328,2005,Cat C (Goods vehicles and buses),595,5800,686,594
1329,2005,Cat C (Goods vehicles and buses),588,5900,719,583
1330,2005,Cat C (Goods vehicles and buses),589,6450,712,587
1331,2005,Cat C (Goods vehicles and buses),593,6101,680,585
1332,2005,Cat C (Goods vehicles and buses),590,6524,691,590
1333,2005,Cat C (Goods vehicles and buses),596,6501,715,585
1334,2005,Cat C (Goods vehicles and buses),588,6500,723,588
1335,2005,Cat C (Goods vehicles and buses),598,6420,698,598
1336,2005,Cat C (Goods vehicles and buses),588,7101,719,560
1337,2005,Cat C (Goods vehicles and buses),587,7264,679,587
1338,2005,Cat C (Goods vehicles and buses),616,7334,741,616
1339,2005,Cat C (Goods vehicles and buses),587,7911,730,587
1340,2005,Cat C (Goods vehicles and buses),588,8889,872,582
1341,2005,Cat C (Goods vehicles and buses),587,8711,717,587
1342,2005,Cat C (Goods vehicles and buses),594,8501,694,575
1343,2005,Cat C (Goods vehicles and buses),587,5010,672,579
1344,2004,Cat C (Goods vehicles and buses),688,6119,808,688
1345,2004,Cat C (Goods vehicles and buses),717,5502,956,716
1346,2004,Cat C (Goods vehicles and buses),688,5497,804,688
1347,2004,Cat C (Goods vehicles and buses),689,5700,802,678
1348,2004,Cat C (Goods vehicles and buses),688,7226,980,681
1349,2004,Cat C (Goods vehicles and buses),699,8658,1071,694
1350,2004,Cat C (Goods vehicles and buses),638,12809,1042,616
1351,2004,Cat C (Goods vehicles and buses),635,15202,907,634
1352,2004,Cat C (Goods vehicles and buses),653,13089,853,639
1353,2004,Cat C (Goods vehicles and buses),631,11101,839,624
1354,2004,Cat C (Goods vehicles and buses),645,9003,879,640
1355,2004,Cat C (Goods vehicles and buses),637,8989,801,635
1356,2004,Cat C (Goods vehicles and buses),636,8626,804,617
1357,2004,Cat C (Goods vehicles and buses),632,8503,837,631
1358,2004,Cat C (Goods vehicles and buses),650,8192,823,650
1359,2004,Cat C (Goods vehicles and buses),631,7300,772,629
1360,2004,Cat C (Goods vehicles and buses),631,7500,743,626
1361,2004,Cat C (Goods vehicles and buses),632,6797,710,626
1362,2004,Cat C (Goods vehicles and buses),678,6300,795,677
1363,2004,Cat C (Goods vehicles and buses),678,5989,761,672
1364,2004,Cat C (Goods vehicles and buses),673,5795,797,670
1365,2004,Cat C (Goods vehicles and buses),678,5001,803,648
1366,2004,Cat C (Goods vehicles and buses),675,4851,791,675
1367,2004,Cat C (Goods vehicles and buses),702,4301,829,693
1368,2003,Cat C (Goods vehicles and buses),577,13101,1017,566
1369,2003,Cat C (Goods vehicles and buses),605,11910,814,605
1370,2003,Cat C (Goods vehicles and buses),582,12586,864,578
1371,2003,Cat C (Goods vehicles and buses),570,11201,786,570
1372,2003,Cat C (Goods vehicles and buses),575,11208,742,574
1373,2003,Cat C (Goods vehicles and buses),570,10509,662,566
1374,2003,Cat C (Goods vehicles and buses),603,11122,719,603
1375,2003,Cat C (Goods vehicles and buses),605,11113,684,591
1376,2003,Cat C (Goods vehicles and buses),602,10889,781,595
1377,2003,Cat C (Goods vehicles and buses),615,10710,721,615
1378,2003,Cat C (Goods vehicles and buses),609,10899,734,608
1379,2003,Cat C (Goods vehicles and buses),601,11301,724,584
1380,2003,Cat C (Goods vehicles and buses),602,11995,761,598
1381,2003,Cat C (Goods vehicles and buses),618,12089,782,614
1382,2003,Cat C (Goods vehicles and buses),605,12000,719,601
1383,2003,Cat C (Goods vehicles and buses),605,10999,736,599
1384,2003,Cat C (Goods vehicles and buses),605,9981,771,605
1385,2003,Cat C (Goods vehicles and buses),607,10023,823,602
1386,2003,Cat C (Goods vehicles and buses),688,9889,834,688
1387,2003,Cat C (Goods vehicles and buses),693,9090,879,690
1388,2003,Cat C (Goods vehicles and buses),688,8489,871,685
1389,2003,Cat C (Goods vehicles and buses),691,7789,839,686
1390,2003,Cat C (Goods vehicles and buses),691,6941,854,691
1391,2003,Cat C (Goods vehicles and buses),693,6508,820,664
1392,2002,Cat C (Goods vehicles and buses),506,23001,795,506
1393,2002,Cat C (Goods vehicles and buses),506,24001,813,490
1394,2002,Cat C (Goods vehicles and buses),506,24801,900,472
1395,2002,Cat C (Goods vehicles and buses),522,24002,815,508
1396,2002,Cat C (Goods vehicles and buses),540,22804,800,540
1397,2002,Cat C (Goods vehicles and buses),519,20434,727,519
1398,2002,Cat C (Goods vehicles and buses),506,17501,749,504
1399,2002,Cat C (Goods vehicles and buses),505,16889,682,501
1400,2002,Cat C (Goods vehicles and buses),508,16501,719,504
1401,2002,Cat C (Goods vehicles and buses),509,16409,702,509
1402,2002,Cat C (Goods vehicles and buses),510,16403,671,508
1403,2002,Cat C (Goods vehicles and buses),505,16409,615,487
1404,2002,Cat C (Goods vehicles and buses),508,17581,682,508
1405,2002,Cat C (Goods vehicles and buses),523,16819,651,517
1406,2002,Cat C (Goods vehicles and buses),571,14995,709,570
1407,2002,Cat C (Goods vehicles and buses),576,13789,736,567
1408,2002,Cat C (Goods vehicles and buses),572,12552,773,566
1409,2002,Cat C (Goods vehicles and buses),579,10001,682,544
1410,2022,Cat D (Motorcycles),416,10000,520,401
1411,2022,Cat D (Motorcycles),431,9689,573,429
1412,2021,Cat D (Motorcycles),426,9601,562,422
1413,2021,Cat D (Motorcycles),420,9401,584,400
1414,2021,Cat D (Motorcycles),412,9381,557,397
1415,2021,Cat D (Motorcycles),417,9381,543,409
1416,2021,Cat D (Motorcycles),450,9310,597,449
1417,2021,Cat D (Motorcycles),444,9052,633,438
1418,2021,Cat D (Motorcycles),449,9089,658,443
1419,2021,Cat D (Motorcycles),445,9689,562,445
1420,2021,Cat D (Motorcycles),451,9500,635,447
1421,2021,Cat D (Motorcycles),449,8899,667,449
1422,2021,Cat D (Motorcycles),655,8689,863,649
1423,2021,Cat D (Motorcycles),616,8502,760,612
1424,2021,Cat D (Motorcycles),618,8501,864,577
1425,2021,Cat D (Motorcycles),626,8703,776,624
1426,2021,Cat D (Motorcycles),628,8701,904,625
1427,2021,Cat D (Motorcycles),650,8011,901,639
1428,2021,Cat D (Motorcycles),546,8000,734,532
1429,2021,Cat D (Motorcycles),560,8000,735,524
1430,2021,Cat D (Motorcycles),542,7791,700,538
1431,2021,Cat D (Motorcycles),542,7752,707,524
1432,2021,Cat D (Motorcycles),554,7500,715,554
1433,2021,Cat D (Motorcycles),572,7506,705,572
1434,2021,Cat D (Motorcycles),529,7501,692,498
1435,2021,Cat D (Motorcycles),529,7501,692,498
1436,2020,Cat D (Motorcycles),530,7689,710,507
1437,2020,Cat D (Motorcycles),526,7670,767,522
1438,2020,Cat D (Motorcycles),537,7300,679,532
1439,2020,Cat D (Motorcycles),533,7251,727,532
1440,2020,Cat D (Motorcycles),423,7300,560,410
1441,2020,Cat D (Motorcycles),429,7451,677,420
1442,2020,Cat D (Motorcycles),494,7331,642,492
1443,2020,Cat D (Motorcycles),496,7399,691,488
1444,2020,Cat D (Motorcycles),495,7432,797,491
1445,2020,Cat D (Motorcycles),503,7701,720,497
1446,2020,Cat D (Motorcycles),869,6510,1355,864
1447,2020,Cat D (Motorcycles),869,7702,1611,856
1448,2020,Cat D (Motorcycles),581,4489,757,576
1449,2020,Cat D (Motorcycles),593,4310,785,587
1450,2020,Cat D (Motorcycles),577,4309,729,574
1451,2020,Cat D (Motorcycles),578,4401,821,562
1452,2020,Cat D (Motorcycles),693,4610,936,693
1453,2020,Cat D (Motorcycles),707,3989,1084,706
1454,2019,Cat D (Motorcycles),697,3658,850,696
1455,2019,Cat D (Motorcycles),693,3789,908,678
1456,2019,Cat D (Motorcycles),698,3921,974,692
1457,2019,Cat D (Motorcycles),693,4100,831,691
1458,2019,Cat D (Motorcycles),753,3889,989,746
1459,2019,Cat D (Motorcycles),765,3800,1036,763
1460,2019,Cat D (Motorcycles),907,3601,1197,893
1461,2019,Cat D (Motorcycles),739,4089,1086,712
1462,2019,Cat D (Motorcycles),742,4301,1010,574
1463,2019,Cat D (Motorcycles),751,4400,1040,751
1464,2019,Cat D (Motorcycles),900,3554,1193,897
1465,2019,Cat D (Motorcycles),902,3081,1141,890
1466,2019,Cat D (Motorcycles),909,3000,1187,906
1467,2019,Cat D (Motorcycles),925,3090,1149,920
1468,2019,Cat D (Motorcycles),898,3202,1193,886
1469,2019,Cat D (Motorcycles),923,3352,1154,896
1470,2019,Cat D (Motorcycles),835,3452,1129,834
1471,2019,Cat D (Motorcycles),829,3501,1193,803
1472,2019,Cat D (Motorcycles),834,3469,1039,825
1473,2019,Cat D (Motorcycles),825,3602,1175,822
1474,2019,Cat D (Motorcycles),826,3689,1100,817
1475,2019,Cat D (Motorcycles),834,3709,1164,834
1476,2019,Cat D (Motorcycles),1104,2889,1473,1104
1477,2019,Cat D (Motorcycles),1112,3610,1396,1103
1478,2018,Cat D (Motorcycles),1114,3789,1375,1114
1479,2018,Cat D (Motorcycles),1121,3399,1483,1113
1480,2018,Cat D (Motorcycles),1103,2989,1423,1093
1481,2018,Cat D (Motorcycles),1121,2509,1543,1104
1482,2018,Cat D (Motorcycles),819,3951,1201,819
1483,2018,Cat D (Motorcycles),827,4109,1140,809
1484,2018,Cat D (Motorcycles),821,4214,1098,821
1485,2018,Cat D (Motorcycles),874,4390,1213,867
1486,2018,Cat D (Motorcycles),824,4889,1176,823
1487,2018,Cat D (Motorcycles),845,5514,1208,791
1488,2018,Cat D (Motorcycles),537,6189,772,533
1489,2018,Cat D (Motorcycles),612,6514,807,587
1490,2018,Cat D (Motorcycles),527,6889,771,517
1491,2018,Cat D (Motorcycles),572,7001,828,487
1492,2018,Cat D (Motorcycles),529,7115,898,529
1493,2018,Cat D (Motorcycles),560,7204,1171,515
1494,2018,Cat D (Motorcycles),518,7115,727,515
1495,2018,Cat D (Motorcycles),516,7114,953,483
1496,2018,Cat D (Motorcycles),522,7602,803,517
1497,2018,Cat D (Motorcycles),528,8009,885,525
1498,2018,Cat D (Motorcycles),577,7667,1073,568
1499,2018,Cat D (Motorcycles),624,8451,933,608
1500,2018,Cat D (Motorcycles),565,8001,786,500
1501,2018,Cat D (Motorcycles),525,7701,919,413
1502,2017,Cat D (Motorcycles),514,7501,743,458
1503,2017,Cat D (Motorcycles),516,6552,791,500
1504,2017,Cat D (Motorcycles),538,5992,708,533
1505,2017,Cat D (Motorcycles),509,5502,683,502
1506,2017,Cat D (Motorcycles),478,4903,687,449
1507,2017,Cat D (Motorcycles),485,5010,721,484
1508,2017,Cat D (Motorcycles),494,5501,727,493
1509,2017,Cat D (Motorcycles),543,5402,871,535
1510,2017,Cat D (Motorcycles),605,3512,1069,588
1511,2017,Cat D (Motorcycles),574,5701,879,508
1512,2017,Cat D (Motorcycles),552,5851,1044,424
1513,2017,Cat D (Motorcycles),474,6001,819,377
1514,2017,Cat D (Motorcycles),459,6001,931,360
1515,2017,Cat D (Motorcycles),476,6101,743,455
1516,2017,Cat D (Motorcycles),476,6101,602,470
1517,2017,Cat D (Motorcycles),455,6301,567,433
1518,2017,Cat D (Motorcycles),347,6712,512,325
1519,2017,Cat D (Motorcycles),355,7589,482,354
1520,2017,Cat D (Motorcycles),355,8081,453,354
1521,2017,Cat D (Motorcycles),368,7483,546,359
1522,2017,Cat D (Motorcycles),392,6801,753,384
1523,2017,Cat D (Motorcycles),348,6412,534,326
1524,2017,Cat D (Motorcycles),377,6052,412,331
1525,2017,Cat D (Motorcycles),376,6053,438,374
1526,2016,Cat D (Motorcycles),415,6101,484,408
1527,2016,Cat D (Motorcycles),374,6113,436,368
1528,2016,Cat D (Motorcycles),375,6212,520,331
1529,2016,Cat D (Motorcycles),399,6311,457,396
1530,2016,Cat D (Motorcycles),360,6354,430,356
1531,2016,Cat D (Motorcycles),387,6353,498,359
1532,2016,Cat D (Motorcycles),403,6501,478,402
1533,2016,Cat D (Motorcycles),362,6452,521,334
1534,2016,Cat D (Motorcycles),365,6352,541,321
1535,2016,Cat D (Motorcycles),403,6206,558,400
1536,2016,Cat D (Motorcycles),430,6302,586,424
1537,2016,Cat D (Motorcycles),409,6012,525,365
1538,2016,Cat D (Motorcycles),422,6303,495,389
1539,2016,Cat D (Motorcycles),407,6302,529,395
1540,2016,Cat D (Motorcycles),414,6303,500,389
1541,2016,Cat D (Motorcycles),399,6302,519,389
1542,2016,Cat D (Motorcycles),357,6501,437,341
1543,2016,Cat D (Motorcycles),357,6503,455,356
1544,2016,Cat D (Motorcycles),357,6589,429,356
1545,2016,Cat D (Motorcycles),357,6503,430,356
1546,2016,Cat D (Motorcycles),362,6353,454,361
1547,2016,Cat D (Motorcycles),368,6503,495,368
1548,2016,Cat D (Motorcycles),327,6512,415,322
1549,2016,Cat D (Motorcycles),328,6889,409,317
1550,2015,Cat D (Motorcycles),332,6600,394,332
1551,2015,Cat D (Motorcycles),355,6501,414,354
1552,2015,Cat D (Motorcycles),329,6502,436,324
1553,2015,Cat D (Motorcycles),329,5912,402,301
1554,2015,Cat D (Motorcycles),355,6302,430,353
1555,2015,Cat D (Motorcycles),400,6201,438,398
1556,2015,Cat D (Motorcycles),402,6158,509,402
1557,2015,Cat D (Motorcycles),355,6512,473,310
1558,2015,Cat D (Motorcycles),366,6112,527,319
1559,2015,Cat D (Motorcycles),356,6201,418,356
1560,2015,Cat D (Motorcycles),331,6312,486,320
1561,2015,Cat D (Motorcycles),330,6508,425,328
1562,2015,Cat D (Motorcycles),363,6401,448,359
1563,2015,Cat D (Motorcycles),339,6509,430,336
1564,2015,Cat D (Motorcycles),334,6501,433,298
1565,2015,Cat D (Motorcycles),334,6512,462,321
1566,2015,Cat D (Motorcycles),285,6801,376,277
1567,2015,Cat D (Motorcycles),286,6312,442,278
1568,2015,Cat D (Motorcycles),286,5610,385,286
1569,2015,Cat D (Motorcycles),289,5501,343,288
1570,2015,Cat D (Motorcycles),291,5800,396,290
1571,2015,Cat D (Motorcycles),287,5504,384,283
1572,2015,Cat D (Motorcycles),366,4889,509,360
1573,2015,Cat D (Motorcycles),321,4403,374,319
1574,2014,Cat D (Motorcycles),319,4312,367,270
1575,2014,Cat D (Motorcycles),318,4210,392,314
1576,2014,Cat D (Motorcycles),324,4189,389,322
1577,2014,Cat D (Motorcycles),316,4290,380,315
1578,2014,Cat D (Motorcycles),317,4412,431,310
1579,2014,Cat D (Motorcycles),316,4800,502,316
1580,2014,Cat D (Motorcycles),320,4504,394,318
1581,2014,Cat D (Motorcycles),316,4453,382,316
1582,2014,Cat D (Motorcycles),322,4354,361,317
1583,2014,Cat D (Motorcycles),316,4353,360,315
1584,2014,Cat D (Motorcycles),347,4252,410,341
1585,2014,Cat D (Motorcycles),344,4001,415,343
1586,2014,Cat D (Motorcycles),385,3890,503,381
1587,2014,Cat D (Motorcycles),346,4089,449,346
1588,2014,Cat D (Motorcycles),358,4003,492,316
1589,2014,Cat D (Motorcycles),343,4001,445,340
1590,2014,Cat D (Motorcycles),365,4502,492,350
1591,2014,Cat D (Motorcycles),388,4489,520,388
1592,2014,Cat D (Motorcycles),360,4289,449,355
1593,2014,Cat D (Motorcycles),368,4001,483,340
1594,2014,Cat D (Motorcycles),360,3501,478,359
1595,2014,Cat D (Motorcycles),361,3051,550,353
1596,2014,Cat D (Motorcycles),503,2704,796,503
1597,2014,Cat D (Motorcycles),489,1989,542,487
1598,2013,Cat D (Motorcycles),524,1812,680,501
1599,2013,Cat D (Motorcycles),481,1782,647,473
1600,2013,Cat D (Motorcycles),481,1712,543,437
1601,2013,Cat D (Motorcycles),487,1710,569,487
1602,2013,Cat D (Motorcycles),482,1804,586,481
1603,2013,Cat D (Motorcycles),481,1961,567,475
1604,2013,Cat D (Motorcycles),523,1703,579,521
1605,2013,Cat D (Motorcycles),481,1660,569,481
1606,2013,Cat D (Motorcycles),491,1722,615,449
1607,2013,Cat D (Motorcycles),482,1792,568,481
1608,2013,Cat D (Motorcycles),526,1712,652,516
1609,2013,Cat D (Motorcycles),538,1610,679,536
1610,2013,Cat D (Motorcycles),554,1712,647,534
1611,2013,Cat D (Motorcycles),511,1701,616,479
1612,2013,Cat D (Motorcycles),507,1663,642,459
1613,2013,Cat D (Motorcycles),600,1700,719,595
1614,2013,Cat D (Motorcycles),506,1791,545,505
1615,2013,Cat D (Motorcycles),506,1812,680,412
1616,2013,Cat D (Motorcycles),543,1909,634,543
1617,2013,Cat D (Motorcycles),510,1895,669,510
1618,2013,Cat D (Motorcycles),506,1512,589,469
1619,2013,Cat D (Motorcycles),506,1782,637,502
1620,2013,Cat D (Motorcycles),461,1781,530,461
1621,2013,Cat D (Motorcycles),462,1933,523,462
1622,2012,Cat D (Motorcycles),454,1701,522,440
1623,2012,Cat D (Motorcycles),450,1612,602,435
1624,2012,Cat D (Motorcycles),448,1689,523,441
1625,2012,Cat D (Motorcycles),481,1959,580,478
1626,2012,Cat D (Motorcycles),463,1920,605,462
1627,2012,Cat D (Motorcycles),447,1912,631,413
1628,2012,Cat D (Motorcycles),450,1852,566,434
1629,2012,Cat D (Motorcycles),450,1801,575,450
1630,2012,Cat D (Motorcycles),448,2013,535,444
1631,2012,Cat D (Motorcycles),456,2081,659,453
1632,2012,Cat D (Motorcycles),426,1859,531,425
1633,2012,Cat D (Motorcycles),451,1760,592,442
1634,2012,Cat D (Motorcycles),410,1712,517,393
1635,2012,Cat D (Motorcycles),410,1912,569,368
1636,2012,Cat D (Motorcycles),410,1890,520,410
1637,2012,Cat D (Motorcycles),410,2021,514,410
1638,2012,Cat D (Motorcycles),411,1924,526,411
1639,2012,Cat D (Motorcycles),416,1896,542,416
1640,2012,Cat D (Motorcycles),434,2000,584,433
1641,2012,Cat D (Motorcycles),413,1490,474,407
1642,2012,Cat D (Motorcycles),413,2012,509,389
1643,2012,Cat D (Motorcycles),412,1802,512,409
1644,2012,Cat D (Motorcycles),393,1552,517,390
1645,2012,Cat D (Motorcycles),388,1682,434,386
1646,2011,Cat D (Motorcycles),392,1481,456,386
1647,2011,Cat D (Motorcycles),416,1902,451,415
1648,2011,Cat D (Motorcycles),394,1889,469,389
1649,2011,Cat D (Motorcycles),388,2012,429,359
1650,2011,Cat D (Motorcycles),387,2091,486,380
1651,2011,Cat D (Motorcycles),394,2078,486,394
1652,2011,Cat D (Motorcycles),392,2109,492,392
1653,2011,Cat D (Motorcycles),388,2339,532,382
1654,2011,Cat D (Motorcycles),387,1999,471,382
1655,2011,Cat D (Motorcycles),390,1890,470,390
1656,2011,Cat D (Motorcycles),332,2012,496,332
1657,2011,Cat D (Motorcycles),325,2360,369,323
1658,2011,Cat D (Motorcycles),328,2290,367,322
1659,2011,Cat D (Motorcycles),327,2491,507,327
1660,2011,Cat D (Motorcycles),326,2013,486,324
1661,2011,Cat D (Motorcycles),330,2253,481,328
1662,2011,Cat D (Motorcycles),326,2502,478,326
1663,2011,Cat D (Motorcycles),340,2490,500,335
1664,2011,Cat D (Motorcycles),362,2534,429,362
1665,2011,Cat D (Motorcycles),325,2604,490,310
1666,2011,Cat D (Motorcycles),330,2001,461,294
1667,2011,Cat D (Motorcycles),328,1819,417,328
1668,2011,Cat D (Motorcycles),339,1690,458,335
1669,2011,Cat D (Motorcycles),340,1503,398,337
1670,2010,Cat D (Motorcycles),369,1551,406,362
1671,2010,Cat D (Motorcycles),337,1701,410,329
1672,2010,Cat D (Motorcycles),361,1502,424,324
1673,2010,Cat D (Motorcycles),357,1452,414,352
1674,2010,Cat D (Motorcycles),333,1689,430,304
1675,2010,Cat D (Motorcycles),345,1502,422,320
1676,2010,Cat D (Motorcycles),338,1452,364,337
1677,2010,Cat D (Motorcycles),342,1502,453,329
1678,2010,Cat D (Motorcycles),335,1251,369,330
1679,2010,Cat D (Motorcycles),336,1301,384,326
1680,2010,Cat D (Motorcycles),337,1290,372,334
1681,2010,Cat D (Motorcycles),351,1320,476,347
1682,2010,Cat D (Motorcycles),340,1454,376,339
1683,2010,Cat D (Motorcycles),359,1452,504,344
1684,2010,Cat D (Motorcycles),364,1312,468,360
1685,2010,Cat D (Motorcycles),340,1252,415,317
1686,2010,Cat D (Motorcycles),339,1253,383,311
1687,2010,Cat D (Motorcycles),338,1221,409,334
1688,2010,Cat D (Motorcycles),371,1200,495,368
1689,2010,Cat D (Motorcycles),385,1159,467,383
1690,2010,Cat D (Motorcycles),363,1001,472,355
1691,2010,Cat D (Motorcycles),371,852,525,349
1692,2010,Cat D (Motorcycles),378,852,551,378
1693,2010,Cat D (Motorcycles),373,889,509,365
1694,2009,Cat D (Motorcycles),363,851,447,348
1695,2009,Cat D (Motorcycles),393,854,515,383
1696,2009,Cat D (Motorcycles),363,851,388,363
1697,2009,Cat D (Motorcycles),380,902,458,351
1698,2009,Cat D (Motorcycles),364,931,435,364
1699,2009,Cat D (Motorcycles),365,902,429,349
1700,2009,Cat D (Motorcycles),407,900,494,406
1701,2009,Cat D (Motorcycles),405,1051,460,404
1702,2009,Cat D (Motorcycles),390,882,541,373
1703,2009,Cat D (Motorcycles),393,902,462,378
1704,2009,Cat D (Motorcycles),396,889,428,396
1705,2009,Cat D (Motorcycles),422,900,504,419
1706,2009,Cat D (Motorcycles),405,901,571,399
1707,2009,Cat D (Motorcycles),406,889,472,374
1708,2009,Cat D (Motorcycles),393,810,535,378
1709,2009,Cat D (Motorcycles),392,902,569,376
1710,2009,Cat D (Motorcycles),421,889,555,418
1711,2009,Cat D (Motorcycles),391,1053,545,389
1712,2009,Cat D (Motorcycles),409,912,513,378
1713,2009,Cat D (Motorcycles),420,958,674,419
1714,2009,Cat D (Motorcycles),434,801,650,434
1715,2009,Cat D (Motorcycles),417,701,674,406
1716,2009,Cat D (Motorcycles),411,900,606,386
1717,2009,Cat D (Motorcycles),409,1000,583,401
1718,2008,Cat D (Motorcycles),414,1059,538,412
1719,2008,Cat D (Motorcycles),414,1102,640,414
1720,2008,Cat D (Motorcycles),410,1012,512,405
1721,2008,Cat D (Motorcycles),432,1509,598,427
1722,2008,Cat D (Motorcycles),420,1609,576,419
1723,2008,Cat D (Motorcycles),410,1889,695,387
1724,2008,Cat D (Motorcycles),446,1554,605,435
1725,2008,Cat D (Motorcycles),447,1452,584,446
1726,2008,Cat D (Motorcycles),446,1310,548,445
1727,2008,Cat D (Motorcycles),452,1413,684,450
1728,2008,Cat D (Motorcycles),475,1489,600,474
1729,2008,Cat D (Motorcycles),448,1551,707,441
1730,2008,Cat D (Motorcycles),447,1102,631,417
1731,2008,Cat D (Motorcycles),454,1083,708,451
1732,2008,Cat D (Motorcycles),484,1109,762,482
1733,2008,Cat D (Motorcycles),447,1289,569,438
1734,2008,Cat D (Motorcycles),455,1152,545,417
1735,2008,Cat D (Motorcycles),449,1012,586,448
1736,2008,Cat D (Motorcycles),439,901,662,430
1737,2008,Cat D (Motorcycles),442,959,612,439
1738,2008,Cat D (Motorcycles),469,951,681,469
1739,2008,Cat D (Motorcycles),441,999,648,438
1740,2008,Cat D (Motorcycles),443,1012,550,413
1741,2008,Cat D (Motorcycles),475,1101,527,473
1742,2007,Cat D (Motorcycles),459,1214,759,370
1743,2007,Cat D (Motorcycles),453,1189,690,417
1744,2007,Cat D (Motorcycles),536,1001,639,512
1745,2007,Cat D (Motorcycles),483,901,626,479
1746,2007,Cat D (Motorcycles),471,964,777,471
1747,2007,Cat D (Motorcycles),450,1001,554,447
1748,2007,Cat D (Motorcycles),478,1013,596,465
1749,2007,Cat D (Motorcycles),480,1184,768,478
1750,2007,Cat D (Motorcycles),491,1345,772,487
1751,2007,Cat D (Motorcycles),479,1352,750,438
1752,2007,Cat D (Motorcycles),482,1252,585,422
1753,2007,Cat D (Motorcycles),518,1053,907,515
1754,2007,Cat D (Motorcycles),538,1082,948,534
1755,2007,Cat D (Motorcycles),480,1052,731,477
1756,2007,Cat D (Motorcycles),482,1251,828,460
1757,2007,Cat D (Motorcycles),481,1189,648,479
1758,2007,Cat D (Motorcycles),500,1081,787,496
1759,2007,Cat D (Motorcycles),480,1054,772,479
1760,2007,Cat D (Motorcycles),443,1101,594,434
1761,2007,Cat D (Motorcycles),440,1050,593,437
1762,2007,Cat D (Motorcycles),448,1301,574,433
1763,2007,Cat D (Motorcycles),442,1052,613,404
1764,2007,Cat D (Motorcycles),454,1012,767,418
1765,2007,Cat D (Motorcycles),477,889,634,473
1766,2006,Cat D (Motorcycles),513,479,575,511
1767,2006,Cat D (Motorcycles),531,401,664,530
1768,2006,Cat D (Motorcycles),508,452,644,499
1769,2006,Cat D (Motorcycles),507,495,599,505
1770,2006,Cat D (Motorcycles),515,609,697,489
1771,2006,Cat D (Motorcycles),508,789,804,483
1772,2006,Cat D (Motorcycles),514,851,662,513
1773,2006,Cat D (Motorcycles),513,756,709,510
1774,2006,Cat D (Motorcycles),489,802,611,489
1775,2006,Cat D (Motorcycles),491,809,563,490
1776,2006,Cat D (Motorcycles),488,1001,707,399
1777,2006,Cat D (Motorcycles),489,1061,608,486
1778,2006,Cat D (Motorcycles),577,900,804,560
1779,2006,Cat D (Motorcycles),491,881,606,489
1780,2006,Cat D (Motorcycles),505,1057,683,501
1781,2006,Cat D (Motorcycles),490,902,552,481
1782,2006,Cat D (Motorcycles),492,902,656,474
1783,2006,Cat D (Motorcycles),497,857,620,496
1784,2006,Cat D (Motorcycles),465,1001,761,460
1785,2006,Cat D (Motorcycles),448,1102,633,412
1786,2006,Cat D (Motorcycles),452,1201,641,411
1787,2006,Cat D (Motorcycles),483,702,512,476
1788,2006,Cat D (Motorcycles),488,1251,759,476
1789,2006,Cat D (Motorcycles),454,1210,684,448
1790,2005,Cat D (Motorcycles),499,552,598,426
1791,2005,Cat D (Motorcycles),527,511,765,523
1792,2005,Cat D (Motorcycles),572,224,605,554
1793,2005,Cat D (Motorcycles),503,512,830,444
1794,2005,Cat D (Motorcycles),517,851,897,505
1795,2005,Cat D (Motorcycles),558,781,1131,456
1796,2005,Cat D (Motorcycles),519,603,720,515
