,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
1613,26757.168,28492.5299,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1614,26673.4648,28437.3189,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N
1615,26601.755,28348.037,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N
1616,26766.3105,28419.3515,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N
1617,27236.0312,29306.6816,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1618,27694.6129,29518.2043,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N
1619,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1620,27083.1099,29159.4607,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1621,27806.9987,29492.094,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0.0,0.0,N
1622,27918.1167,29540.7605,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1623,28023.0859,29632.3616,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1624,27642.8184,29641.8672,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1625,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1626,27725.5076,29745.9783,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1627,27803.2031,29566.7725,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1628,27925.02,29451.2566,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1629,27776.6895,29392.8223,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0.0,0.0,N
1630,27201.2559,29132.8223,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1631,27652.541,29480.3242,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0.0,0.0,N
1632,27390.6755,28981.1406,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N
1633,27961.4701,29590.094,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,2.4,N
1634,17541.2774,33778.08,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,0.0,N
1635,17493.7022,33714.2794,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1636,17424.7554,33821.7982,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9.0,2.1,N
1637,17539.8244,33945.2298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3.0,2.15,N
1638,17308.7145,33863.5119,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1639,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1640,17347.6784,33758.6936,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N
1641,17500.7539,33654.8242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.39,N
1642,17736.171,33786.4157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N
1643,17869.5236,33600.6696,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.5,N
1644,24057.579,31174.2517,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1645,15558.467,35156.0339,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1646,15662.8289,34894.8007,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1647,15507.4392,34380.5493,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1648,15439.9056,35477.7143,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,1.9,N
1649,15645.0192,34485.0749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1650,15638.0002,34701.6525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1651,15708.2643,35640.7797,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N
1652,15409.2144,35801.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N
1653,15750.5079,35476.5566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N
1654,15894.1114,35134.964,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1655,15665.26,35011.1747,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1656,15892.9516,35376.8603,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.1,N
1657,15670.2177,35606.278,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1658,15586.8737,34946.2629,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1659,15758.7046,34458.9721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N
1660,15555.5191,34733.8176,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1661,15766.9047,34337.8211,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14.0,2.15,N
1662,15650.2468,34383.6425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5.0,2.15,N
1663,42126.6048,37272.8556,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10.0,2.0,N
1664,41934.0052,37388.5874,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12.0,1.9,N
1665,41788.3197,37546.7093,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1666,41998.1122,37604.9556,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.0,N
1667,38823.1951,36807.9012,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1668,41232.7759,37756.7953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1669,41011.0361,37538.3082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9.0,1.9,N
1670,39648.4301,37036.0523,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,1.9,N
1671,39653.7508,37167.0637,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10.0,2.0,N
1672,42025.283,37713.9356,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1673,42211.8682,37802.4125,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1674,42150.9608,37058.3057,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10.0,1.9,N
1675,42413.1125,37152.4367,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N
1676,42340.9357,37417.4815,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1677,42258.7221,37501.1231,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10.0,2.0,N
1678,41930.7103,37865.65,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2.0,2.0,N
1679,42056.4696,37988.6087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2.0,2.0,N
1680,42085.7621,38079.9813,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.0,N
1681,41750.9046,38321.0985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.0,N
1682,41998.9929,38083.5573,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.0,N
1683,41048.1591,38147.3551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N
1684,39499.7604,37661.9755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1685,39500.2011,37869.6384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1686,39341.6396,37956.2945,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1687,39435.2754,37605.5615,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1688,39141.5755,37700.2172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1689,39220.1743,37998.2245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1690,39769.2878,37693.9606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4.0,2.15,N
1691,39717.4254,37584.9156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4.0,2.15,N
1692,41225.8231,38349.9868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,1.8,N
1693,40030.3277,36628.8151,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N
1694,39149.9105,36784.3426,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N
1695,41234.0246,37276.5181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1696,41688.2888,37919.2972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4.0,2.15,N
1697,39093.7405,37493.1753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11.0,2.15,N
1698,39699.2218,37846.9485,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1699,39889.1667,37644.1458,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16.0,2.15,N
1700,39220.4729,36578.8195,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,2.15,N
1701,41321.7712,38447.8005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1702,41439.247,38351.4469,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,1.9,N
1703,38884.1396,37614.9003,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1704,38621.1252,37032.665,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12.0,2.15,N
1705,41621.1301,38435.0165,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15.0,2.15,N
1706,39726.5335,37438.5434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13.0,2.15,N
1707,38750.9399,37292.1188,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5.0,2.15,N
1708,38838.0939,37441.3741,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10.0,2.15,N
1709,41691.9427,37261.1308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,1.9,N
1710,41833.9252,37212.6124,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8.0,1.85,N
1711,41787.0937,37067.9473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1712,41997.2837,37271.9383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10.0,2.0,N
1713,30590.6956,35360.7931,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N
1714,29078.289,28819.4744,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,4.4,N
1715,28999.272,28661.7751,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,1.8,N
1716,29982.6197,35409.3079,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1717,29326.8155,35027.9474,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1718,29429.1872,36009.9728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1719,29290.1401,34713.1702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N
1720,29839.4181,35624.0957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N
1721,29366.473,35261.4638,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N
1722,29196.869,35602.2984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,2.15,N
1723,30679.7745,34913.8565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N
1724,29353.495,35161.8974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,2.15,N
1725,30810.4264,34798.1948,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N
1726,30849.5226,35599.7494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N
1727,30747.1931,35686.9065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.15,N
1728,29698.2634,35231.2092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7.0,2.15,N
1729,29277.9112,35429.2632,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13.0,2.15,N
1730,29061.1557,35461.8044,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N
1731,30487.836,35104.5323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N
1732,29532.3014,35715.2153,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.0,N
1733,28992.1869,34772.9821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.95,N
1734,29783.6897,35326.4304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1735,29560.4287,35333.5642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N
1736,30371.0062,35230.8425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N
1737,29402.5995,35779.293,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1738,30889.8975,35423.8667,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1739,30723.296,35473.1848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N
1740,30256.17,35233.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,2.15,N
1741,30090.95,35135.49,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1742,30124.42,35341.3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1743,29949.23,35517.2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1744,29669.0734,35049.0624,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N
1745,29699.9143,35107.3661,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.4,N
1746,29939.32,34976.48,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1747,29660.7631,35373.4764,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1748,29242.9935,34803.2161,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1749,29193.44,35154.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1750,29329.7942,35524.3536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1751,30028.99,35280.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1752,30325.2783,35742.6437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.0,N
1753,29448.3398,35862.8984,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1754,29396.9527,35917.6634,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1755,29572.6442,35915.372,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N
1756,29531.7522,36074.2751,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1757,30127.27,35573.46,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N
1758,30278.0957,35382.7109,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1759,30329.012,35012.6167,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1760,30471.7791,35715.3312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2.0,2.15,N
1761,30603.6943,34876.733,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1762,30773.92,34907.95,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1763,30662.6827,35225.0847,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1764,30599.96,35527.39,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N
1765,30495.5625,35670.9258,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1766,30349.5891,35671.9011,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1767,30361.63,35951.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1768,30474.3865,36065.9505,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1769,30574.9288,35955.0251,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1770,31018.2569,35434.7302,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1771,31025.8295,35236.265,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1772,31047.58,35155.12,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1773,30107.83,35814.16,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
1774,29669.5764,35018.5085,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4.0,1.9,N
1775,29907.7722,35952.8982,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1776,29748.8203,35990.7969,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1777,29813.3984,36054.5,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1778,29973.9188,35315.1935,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0.0,4.5,N
1779,30567.354,35273.679,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N
1780,30647.8392,34994.1728,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1781,30890.764,34815.7549,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N
1782,29719.04,35774.23,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1783,29684.0801,35728.6552,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N
1784,29791.3108,35569.197,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1785,33602.3061,31409.6032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,2.15,N
1786,33581.4137,31444.7784,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N
1787,31092.8691,33554.6172,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N
