max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,bldg_contract_town,total_dwelling_units,one_room_sold,two_room_sold,three_room_sold,four_room_sold,five_room_sold
10,1982,TRUE,FALSE,FALSE,FALSE,JE,213,0,0,174,36,2
1,2011,FALSE,FALSE,TRUE,FALSE,TP,0,0,0,0,0,0
2,1982,FALSE,TRUE,FALSE,FALSE,WL,0,0,0,0,0,0
4,1979,TRUE,TRUE,FALSE,FALSE,BD,36,0,0,32,4,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,68,0,0,0,0,0
21,1987,TRUE,FALSE,FALSE,FALSE,BP,80,0,0,0,0,80
6,2013,FALSE,FALSE,FALSE,TRUE,PG,0,0,0,0,0,0
12,1985,TRUE,FALSE,FALSE,FALSE,SGN,138,0,0,81,57,0
12,1984,TRUE,TRUE,FALSE,FALSE,TAP,110,0,0,0,16,94
10,1984,TRUE,FALSE,FALSE,FALSE,YS,126,0,0,72,54,0
16,2011,TRUE,FALSE,FALSE,FALSE,BB,360,0,0,0,0,0
1,2003,FALSE,FALSE,FALSE,FALSE,JW,0,0,0,0,0,0
16,2010,TRUE,FALSE,FALSE,FALSE,SK,120,0,30,30,60,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,90,0,0,30,60,0
16,2010,TRUE,FALSE,FALSE,FALSE,SK,60,0,0,0,60,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,90,0,0,30,60,0
16,2011,TRUE,FALSE,FALSE,FALSE,SK,120,0,30,30,60,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,180,0,120,60,0,0
10,1976,TRUE,TRUE,FALSE,FALSE,AMK,215,0,0,196,18,1
13,1990,TRUE,FALSE,FALSE,FALSE,BH,61,0,0,0,48,13
22,1976,TRUE,FALSE,FALSE,FALSE,JW,434,0,0,428,0,6
13,1984,TRUE,FALSE,FALSE,FALSE,BB,192,0,0,0,192,0
12,1989,TRUE,TRUE,FALSE,FALSE,CCK,66,0,0,0,66,0
1,2011,FALSE,FALSE,FALSE,FALSE,SK,0,0,0,0,0,0
4,1984,TRUE,TRUE,FALSE,FALSE,HG,34,0,0,34,0,0
10,1982,TRUE,FALSE,FALSE,FALSE,JE,160,0,0,110,50,0
2,1974,TRUE,TRUE,FALSE,FALSE,TP,3,0,0,0,0,0
1,1982,FALSE,TRUE,FALSE,FALSE,WL,0,0,0,0,0,0
4,1979,TRUE,TRUE,FALSE,FALSE,BD,33,0,0,33,0,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,99,0,0,0,33,66
21,1987,TRUE,FALSE,FALSE,FALSE,BP,80,0,0,0,0,80
3,2013,FALSE,FALSE,FALSE,TRUE,PG,0,0,0,0,0,0
14,1984,TRUE,TRUE,FALSE,FALSE,SGN,150,0,0,19,131,0
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,114,0,0,91,23,0
12,1984,TRUE,TRUE,FALSE,FALSE,YS,109,0,0,64,44,1
16,2011,TRUE,FALSE,FALSE,FALSE,SK,90,0,0,0,90,0
1,1979,FALSE,TRUE,FALSE,FALSE,BD,0,0,0,0,0,0
16,2013,TRUE,TRUE,FALSE,FALSE,PG,112,0,3,30,54,0
16,2011,TRUE,FALSE,FALSE,FALSE,SK,120,0,0,30,90,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,129,0,5,28,56,0
16,2011,TRUE,FALSE,FALSE,FALSE,SK,120,0,0,30,90,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,119,0,1,30,60,0
16,2010,TRUE,FALSE,FALSE,FALSE,SK,120,0,0,30,90,0
16,2013,TRUE,TRUE,FALSE,FALSE,PG,112,0,4,69,15,0
10,1976,TRUE,FALSE,FALSE,FALSE,AMK,214,0,0,193,18,1
3,1979,FALSE,TRUE,FALSE,FALSE,BD,0,0,0,0,0,0
19,1990,TRUE,TRUE,FALSE,FALSE,BH,80,0,0,0,0,0
11,1974,TRUE,FALSE,FALSE,FALSE,JW,110,0,0,110,0,0
10,1984,TRUE,FALSE,FALSE,FALSE,BB,149,0,0,93,55,1
12,1988,TRUE,FALSE,FALSE,FALSE,CCK,110,0,0,0,70,40
1,2011,FALSE,FALSE,FALSE,FALSE,SK,0,0,0,0,0,0
4,1984,FALSE,TRUE,FALSE,FALSE,HG,0,0,0,0,0,0
25,1982,TRUE,TRUE,FALSE,FALSE,JE,96,0,0,0,0,96
2,1974,TRUE,TRUE,FALSE,FALSE,TP,3,0,0,0,0,0
13,1982,TRUE,FALSE,FALSE,FALSE,WL,119,0,0,70,48,0
12,1992,TRUE,TRUE,FALSE,FALSE,PRC,110,0,0,0,55,55
4,1987,TRUE,FALSE,FALSE,FALSE,BP,16,0,0,0,10,6
1,2013,FALSE,FALSE,FALSE,FALSE,PG,0,0,0,0,0,0
15,1984,TRUE,FALSE,FALSE,FALSE,SGN,84,0,0,0,12,72
12,1984,TRUE,TRUE,FALSE,FALSE,TAP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,YS,88,0,0,0,12,76
5,2002,FALSE,FALSE,FALSE,TRUE,JW,0,0,0,0,0,0
5,1990,FALSE,FALSE,FALSE,TRUE,BH,0,0,0,0,0,0
16,2011,TRUE,TRUE,FALSE,FALSE,SK,84,0,0,0,56,28
16,2013,TRUE,FALSE,FALSE,FALSE,PG,114,0,0,45,69,0
12,2013,TRUE,FALSE,FALSE,FALSE,PRC,185,0,21,0,0,0
16,2011,TRUE,FALSE,FALSE,FALSE,SK,84,0,0,0,56,28
16,2013,TRUE,FALSE,FALSE,FALSE,PG,120,0,0,60,60,0
16,2011,TRUE,FALSE,FALSE,FALSE,SK,84,0,0,0,84,0
10,1975,TRUE,FALSE,FALSE,FALSE,AMK,142,0,0,121,18,1
12,1979,TRUE,TRUE,FALSE,FALSE,BD,136,0,0,134,0,1
18,1990,TRUE,TRUE,FALSE,FALSE,BH,104,0,0,0,81,23
11,1974,TRUE,FALSE,FALSE,FALSE,JW,110,0,0,110,0,0
12,1984,TRUE,TRUE,FALSE,FALSE,BB,103,0,0,81,21,1
12,1988,TRUE,FALSE,FALSE,FALSE,CCK,110,0,0,0,70,40
1,2011,FALSE,FALSE,FALSE,FALSE,SK,0,0,0,0,0,0
25,1982,TRUE,FALSE,FALSE,FALSE,JE,96,0,0,0,0,96
18,1974,TRUE,FALSE,FALSE,FALSE,TP,170,0,0,0,170,0
13,1982,TRUE,FALSE,FALSE,FALSE,WL,119,0,0,70,48,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,88,0,0,0,55,33
12,1987,TRUE,FALSE,FALSE,FALSE,BP,114,0,0,0,66,48
6,2013,FALSE,FALSE,FALSE,TRUE,PG,0,0,0,0,0,0
15,1984,TRUE,FALSE,FALSE,FALSE,SGN,84,0,0,0,12,72
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,132,0,0,66,66,0
12,1984,TRUE,TRUE,FALSE,FALSE,YS,88,0,0,0,12,76
16,2011,TRUE,FALSE,FALSE,FALSE,SK,84,0,0,0,56,28
16,2013,TRUE,FALSE,FALSE,FALSE,PG,114,0,0,0,55,59
16,2011,TRUE,FALSE,FALSE,FALSE,SK,84,0,0,0,84,0
16,2013,TRUE,FALSE,FALSE,FALSE,PG,120,0,0,0,30,90
16,2013,TRUE,FALSE,FALSE,FALSE,PG,105,0,0,0,45,60
10,1975,TRUE,FALSE,FALSE,FALSE,AMK,141,0,0,120,18,2
12,1979,TRUE,TRUE,FALSE,FALSE,BD,115,0,0,114,0,1
11,1990,TRUE,TRUE,FALSE,FALSE,BH,83,0,0,0,67,16
11,1974,TRUE,FALSE,FALSE,FALSE,JW,110,0,0,110,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,BB,28,0,0,0,0,0
15,1989,TRUE,TRUE,FALSE,FALSE,CCK,62,0,0,0,0,0
10,1982,TRUE,TRUE,FALSE,FALSE,JE,127,0,0,103,23,0
18,1975,TRUE,FALSE,FALSE,FALSE,TP,170,0,0,0,170,0
25,1980,TRUE,FALSE,FALSE,FALSE,WL,96,0,0,0,0,96
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,90,0,0,0,46,44
12,1987,TRUE,FALSE,FALSE,FALSE,BP,110,0,0,66,44,0
4,1984,TRUE,TRUE,FALSE,FALSE,SGN,27,0,0,22,5,0
12,1984,TRUE,TRUE,FALSE,FALSE,TAP,114,0,0,69,45,0
12,1984,TRUE,FALSE,FALSE,FALSE,YS,110,0,0,66,44,0
1,1979,FALSE,TRUE,FALSE,FALSE,BD,0,0,0,0,0,0
10,1975,TRUE,TRUE,FALSE,FALSE,AMK,130,0,0,113,16,0
2,1979,FALSE,TRUE,FALSE,FALSE,BD,0,0,0,0,0,0
16,1990,TRUE,TRUE,FALSE,FALSE,BH,60,0,0,0,45,15
11,1974,TRUE,FALSE,FALSE,FALSE,JW,110,0,0,110,0,0
10,1984,TRUE,FALSE,FALSE,FALSE,BB,150,0,0,94,56,0
11,1989,TRUE,TRUE,FALSE,FALSE,CCK,90,0,0,0,90,0
6,2015,FALSE,FALSE,FALSE,TRUE,SK,0,0,0,0,0,0
4,1984,TRUE,TRUE,FALSE,FALSE,JE,15,0,0,15,0,0
25,1975,TRUE,FALSE,FALSE,FALSE,TP,96,0,0,0,0,96
25,1980,TRUE,FALSE,FALSE,FALSE,WL,96,0,0,0,0,96
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,99,0,0,0,77,22
4,1987,TRUE,FALSE,FALSE,FALSE,BP,24,0,0,13,7,4
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,134,0,0,76,58,0
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,114,0,0,68,45,0
8,1984,TRUE,FALSE,FALSE,FALSE,YS,116,0,0,73,43,0
6,2004,FALSE,FALSE,FALSE,TRUE,BD,0,0,0,0,0,0
16,2016,TRUE,FALSE,FALSE,FALSE,SK,150,0,0,75,75,0
4,1984,TRUE,FALSE,FALSE,FALSE,JE,24,0,0,16,8,0
16,2015,TRUE,FALSE,FALSE,FALSE,SK,105,0,0,0,75,30
1,2016,FALSE,TRUE,FALSE,FALSE,SK,0,0,0,0,0,0
10,1975,TRUE,FALSE,FALSE,FALSE,AMK,144,0,0,126,18,0
1,2009,FALSE,FALSE,TRUE,FALSE,BD,0,0,0,0,0,0
13,1990,TRUE,FALSE,FALSE,FALSE,BH,61,0,0,0,48,13
7,2016,FALSE,TRUE,FALSE,TRUE,JW,0,0,0,0,0,0
12,1984,TRUE,TRUE,FALSE,FALSE,BB,110,0,0,0,16,94
4,1989,TRUE,FALSE,FALSE,FALSE,CCK,16,0,0,0,16,0
1,2016,FALSE,FALSE,FALSE,FALSE,SK,0,0,0,0,0,0
15,1984,TRUE,FALSE,FALSE,FALSE,JE,88,0,0,0,0,0
25,1975,TRUE,TRUE,FALSE,FALSE,TP,96,0,0,0,0,96
25,1980,TRUE,TRUE,FALSE,FALSE,WL,96,0,0,0,0,96
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,99,0,0,0,77,22
12,1987,TRUE,FALSE,FALSE,FALSE,BP,110,0,0,66,44,0
15,1984,TRUE,FALSE,FALSE,FALSE,SGN,84,0,0,0,12,72
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,110,0,0,0,16,94
12,1984,TRUE,FALSE,FALSE,FALSE,YS,110,0,0,66,44,0
15,2016,TRUE,FALSE,FALSE,FALSE,JW,83,0,0,0,27,56
16,2015,TRUE,FALSE,FALSE,FALSE,SK,89,0,0,0,30,59
4,1992,FALSE,FALSE,FALSE,TRUE,PRC,0,0,0,0,0,0
15,2017,TRUE,FALSE,FALSE,FALSE,JW,126,0,0,70,56,0
16,2016,TRUE,FALSE,FALSE,FALSE,SK,90,0,0,0,30,60
1,1993,FALSE,FALSE,FALSE,FALSE,PRC,0,0,0,0,0,0
16,2016,TRUE,FALSE,FALSE,FALSE,SK,90,0,0,0,30,60
16,2016,TRUE,FALSE,FALSE,FALSE,SK,90,0,0,0,30,60
11,1976,TRUE,FALSE,FALSE,FALSE,AMK,240,0,0,0,0,0
4,1979,TRUE,TRUE,FALSE,FALSE,BD,31,0,0,31,0,0
16,1990,TRUE,FALSE,FALSE,FALSE,BH,73,0,0,0,54,19
1,2017,FALSE,FALSE,FALSE,FALSE,JW,0,0,0,0,0,0
12,1984,TRUE,TRUE,FALSE,FALSE,BB,128,0,0,106,22,0
10,1989,TRUE,TRUE,FALSE,FALSE,CCK,99,0,0,0,99,0
7,2016,FALSE,FALSE,FALSE,TRUE,SK,0,0,0,0,0,0
12,1984,TRUE,FALSE,FALSE,FALSE,JE,88,0,0,0,88,0
25,1975,TRUE,FALSE,FALSE,FALSE,TP,96,0,0,0,0,96
13,1982,TRUE,FALSE,FALSE,FALSE,WL,120,0,0,70,48,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,57,0,0,0,0,0
12,1986,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,0,132,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,132,0,0,66,66,0
8,2016,FALSE,FALSE,FALSE,TRUE,PG,0,0,0,0,0,0
12,1984,TRUE,TRUE,FALSE,FALSE,TAP,131,0,0,86,44,1
12,1984,TRUE,FALSE,FALSE,FALSE,YS,110,0,0,66,44,0
15,2017,TRUE,FALSE,FALSE,FALSE,JW,83,0,0,0,27,56
16,2016,TRUE,FALSE,FALSE,FALSE,SK,90,0,0,0,60,30
4,1984,TRUE,TRUE,FALSE,FALSE,JE,12,0,0,12,0,0
5,1989,FALSE,FALSE,FALSE,TRUE,BP,0,0,0,0,0,0
17,2016,TRUE,FALSE,FALSE,FALSE,PG,124,0,0,0,61,63
15,2017,TRUE,FALSE,FALSE,FALSE,JW,126,0,0,70,56,0
16,2016,TRUE,FALSE,FALSE,FALSE,SK,119,0,0,29,60,30
17,2016,TRUE,FALSE,FALSE,FALSE,PG,128,0,0,0,80,48
16,2016,TRUE,FALSE,FALSE,FALSE,SK,105,0,0,0,75,30
17,2016,TRUE,FALSE,FALSE,FALSE,PG,128,0,0,0,80,48
16,2016,TRUE,FALSE,FALSE,FALSE,PG,90,0,0,0,30,60
13,1976,TRUE,TRUE,FALSE,FALSE,AMK,190,0,0,164,24,1
4,1979,TRUE,TRUE,FALSE,FALSE,BD,54,0,0,53,0,1
4,1990,TRUE,FALSE,FALSE,FALSE,BH,14,0,0,0,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,BB,28,0,0,0,0,0
10,1989,TRUE,TRUE,FALSE,FALSE,CCK,72,0,0,0,72,0
12,1984,TRUE,FALSE,FALSE,FALSE,JE,88,0,0,0,88,0
25,1977,TRUE,FALSE,FALSE,FALSE,TP,96,0,0,0,0,96
11,1982,TRUE,FALSE,FALSE,FALSE,WL,139,0,11,78,0,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,44,0,0,0,0,0
12,1986,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,0,132,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,132,0,0,66,66,0
2,2016,FALSE,TRUE,FALSE,FALSE,PG,0,0,0,0,0,0
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,YS,110,0,0,66,44,0
15,2017,TRUE,FALSE,FALSE,FALSE,JW,84,0,0,0,28,56
15,2017,TRUE,FALSE,FALSE,FALSE,JW,112,0,0,0,42,70
15,2016,TRUE,FALSE,FALSE,FALSE,JW,112,0,0,0,42,70
15,2016,TRUE,FALSE,FALSE,FALSE,JW,84,0,0,0,28,56
13,1976,TRUE,FALSE,FALSE,FALSE,AMK,143,0,0,118,24,0
5,2008,FALSE,TRUE,FALSE,TRUE,BD,0,0,0,0,0,0
15,1990,TRUE,FALSE,FALSE,FALSE,BH,72,0,0,0,0,0
10,1984,TRUE,FALSE,FALSE,FALSE,BB,149,0,0,93,55,1
13,1989,TRUE,TRUE,FALSE,FALSE,CCK,54,0,0,0,54,0
12,1984,TRUE,FALSE,FALSE,FALSE,JE,88,0,0,0,88,0
20,1977,TRUE,FALSE,FALSE,FALSE,TP,190,0,0,0,190,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,44,0,0,0,0,0
12,1987,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,132,0,0,66,66,0
1,2016,FALSE,FALSE,FALSE,FALSE,PG,0,0,0,0,0,0
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,110,0,0,66,44,0
12,1984,TRUE,FALSE,FALSE,FALSE,YS,110,0,0,66,44,0
17,2008,TRUE,FALSE,FALSE,FALSE,BD,94,0,0,47,47,0
25,1984,TRUE,FALSE,FALSE,FALSE,JE,96,0,0,0,0,96
17,2008,TRUE,FALSE,FALSE,FALSE,BD,97,0,0,0,66,31
17,2008,TRUE,FALSE,FALSE,FALSE,BD,95,0,0,0,63,32
17,2008,TRUE,FALSE,FALSE,FALSE,BD,97,0,0,33,64,0
10,1965,TRUE,FALSE,FALSE,FALSE,GL,120,0,0,120,0,0
14,1976,TRUE,FALSE,FALSE,FALSE,BD,156,0,0,130,26,0
12,1973,TRUE,TRUE,FALSE,FALSE,KWN,198,0,0,0,198,0
12,1972,TRUE,FALSE,FALSE,FALSE,BD,264,0,0,0,0,0
14,1975,TRUE,FALSE,FALSE,FALSE,QT,65,0,0,0,0,26
16,1976,TRUE,FALSE,FALSE,FALSE,GL,90,0,0,0,12,78
40,2011,TRUE,FALSE,FALSE,FALSE,QT,288,0,0,0,214,74
8,1981,TRUE,FALSE,FALSE,FALSE,GL,96,0,0,75,21,0
16,1964,TRUE,TRUE,FALSE,FALSE,BM,280,0,0,278,0,0
12,1977,TRUE,FALSE,FALSE,FALSE,HG,132,0,0,110,22,0
30,2001,TRUE,FALSE,FALSE,FALSE,BM,156,0,0,0,69,87
10,1962,TRUE,FALSE,FALSE,FALSE,KWN,118,0,0,0,0,0
1,2004,FALSE,FALSE,TRUE,FALSE,TP,0,0,0,0,0,0
13,1976,TRUE,FALSE,FALSE,FALSE,WL,191,0,0,166,24,1
17,1994,TRUE,FALSE,FALSE,FALSE,QT,73,0,0,0,42,31
12,1973,TRUE,TRUE,FALSE,FALSE,BH,288,0,0,280,0,8
25,1984,TRUE,FALSE,FALSE,FALSE,KWN,96,0,0,0,0,96
40,2012,TRUE,FALSE,FALSE,FALSE,JE,302,0,0,0,226,76
14,1974,TRUE,TRUE,FALSE,FALSE,BM,149,0,0,142,0,7
4,1949,TRUE,FALSE,FALSE,FALSE,BM,16,0,0,16,0,0
1,2006,FALSE,FALSE,FALSE,FALSE,KWN,0,0,0,0,0,0
1,2007,FALSE,FALSE,TRUE,FALSE,BM,0,0,0,0,0,0
1,2005,FALSE,FALSE,FALSE,FALSE,KWN,0,0,0,0,0,0
3,1998,FALSE,FALSE,FALSE,TRUE,BH,0,0,0,0,0,0
3,2011,FALSE,TRUE,FALSE,TRUE,JE,0,0,0,0,0,0
1,2007,FALSE,FALSE,TRUE,FALSE,BM,0,0,0,0,0,0
13,1976,TRUE,FALSE,FALSE,FALSE,AMK,140,0,0,112,24,2
6,2007,FALSE,FALSE,FALSE,TRUE,BD,0,0,0,0,0,0
11,1990,TRUE,TRUE,FALSE,FALSE,BH,64,0,0,0,47,17
4,1984,TRUE,FALSE,FALSE,FALSE,BB,22,0,0,12,8,2
13,1989,TRUE,TRUE,FALSE,FALSE,CCK,72,0,0,0,60,12
15,1990,TRUE,FALSE,FALSE,FALSE,HG,92,0,0,0,92,0
25,1984,TRUE,FALSE,FALSE,FALSE,JE,96,0,0,0,0,96
16,1975,TRUE,FALSE,FALSE,FALSE,TP,90,0,0,0,90,0
12,1992,TRUE,TRUE,FALSE,FALSE,PRC,66,0,0,0,0,0
12,1987,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,132,0,0,66,66,0
1,2018,FALSE,FALSE,FALSE,FALSE,PG,0,0,0,0,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,TAP,32,0,0,16,16,0
8,1984,TRUE,FALSE,FALSE,FALSE,YS,116,0,0,73,43,0
17,2007,TRUE,FALSE,FALSE,FALSE,BD,95,0,0,63,32,0
4,1992,FALSE,FALSE,FALSE,TRUE,PRC,0,0,0,0,0,0
17,2017,TRUE,FALSE,FALSE,FALSE,PG,158,0,32,48,78,0
17,2008,TRUE,FALSE,FALSE,FALSE,BD,97,0,0,0,66,31
1,1992,FALSE,FALSE,FALSE,FALSE,PRC,0,0,0,0,0,0
17,2017,TRUE,FALSE,FALSE,FALSE,PG,160,0,0,80,80,0
17,2008,TRUE,FALSE,FALSE,FALSE,BD,97,0,0,0,66,31
16,2017,TRUE,FALSE,FALSE,FALSE,PG,120,0,0,60,60,0
12,1976,TRUE,FALSE,FALSE,FALSE,AMK,88,0,0,0,55,33
1,2008,FALSE,FALSE,FALSE,FALSE,BD,0,0,0,0,0,0
18,1990,TRUE,TRUE,FALSE,FALSE,BH,95,0,0,0,45,50
25,1978,TRUE,TRUE,FALSE,FALSE,JW,84,0,0,0,0,84
13,1984,TRUE,FALSE,FALSE,FALSE,BB,84,0,0,0,0,0
4,1991,TRUE,FALSE,FALSE,FALSE,CCK,12,0,0,0,3,9
13,1990,TRUE,TRUE,FALSE,FALSE,HG,86,0,0,0,0,0
4,1984,TRUE,TRUE,FALSE,FALSE,JE,15,0,0,15,0,0
16,1975,TRUE,FALSE,FALSE,FALSE,TP,90,0,0,0,90,0
12,1992,TRUE,TRUE,FALSE,FALSE,PRC,66,0,0,0,0,0
12,1986,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,157,0,0,99,57,1
4,1987,TRUE,FALSE,FALSE,FALSE,TAP,14,0,0,0,9,5
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,132,0,0,66,66,0
12,1984,TRUE,TRUE,FALSE,FALSE,YS,88,0,0,0,12,76
17,2008,TRUE,FALSE,FALSE,FALSE,BD,94,0,0,0,79,15
2,1976,FALSE,TRUE,TRUE,FALSE,JW,0,0,0,0,0,0
10,1984,TRUE,FALSE,FALSE,FALSE,JE,90,0,0,0,90,0
16,2017,TRUE,FALSE,FALSE,FALSE,PG,150,0,0,90,60,0
17,2008,TRUE,FALSE,FALSE,FALSE,BD,95,0,0,32,63,0
1,2004,FALSE,FALSE,TRUE,FALSE,JW,0,0,0,0,0,0
17,2017,TRUE,FALSE,FALSE,FALSE,PG,144,0,64,32,48,0
17,2008,TRUE,FALSE,FALSE,FALSE,BD,97,0,0,33,64,0
12,1976,TRUE,FALSE,FALSE,FALSE,AMK,88,0,0,0,55,33
1,2021,FALSE,FALSE,FALSE,FALSE,BD,0,0,0,0,0,0
17,1990,TRUE,TRUE,FALSE,FALSE,BH,67,0,0,0,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,BB,20,0,0,0,0,0
9,1990,TRUE,TRUE,FALSE,FALSE,HG,72,0,0,0,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,JE,24,0,0,8,16,0
20,1975,TRUE,TRUE,FALSE,FALSE,TP,266,0,0,0,266,0
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,44,0,0,0,0,0
4,1987,TRUE,FALSE,FALSE,FALSE,BP,22,0,0,9,7,6
12,1984,TRUE,TRUE,FALSE,FALSE,SGN,156,0,0,97,57,2
11,1987,TRUE,FALSE,FALSE,FALSE,TAP,80,0,0,0,44,36
8,2017,FALSE,FALSE,FALSE,TRUE,PG,0,0,0,0,0,0
12,1984,TRUE,FALSE,FALSE,FALSE,TAP,110,0,0,66,44,0
12,1984,TRUE,FALSE,FALSE,FALSE,YS,101,0,0,48,44,9
17,2021,TRUE,FALSE,FALSE,FALSE,BD,136,0,0,0,136,0
17,2017,TRUE,FALSE,FALSE,FALSE,PG,144,0,64,32,48,0
17,2021,TRUE,FALSE,FALSE,FALSE,BD,162,0,28,0,134,0
16,2021,TRUE,FALSE,FALSE,FALSE,BD,202,0,172,0,30,0
12,1976,TRUE,FALSE,FALSE,FALSE,AMK,153,0,0,130,22,1
16,1990,TRUE,TRUE,FALSE,FALSE,BH,92,0,0,0,40,29
13,1984,TRUE,FALSE,FALSE,FALSE,BB,84,0,0,0,0,0
13,1991,TRUE,TRUE,FALSE,FALSE,CCK,104,0,0,0,64,40
4,1984,TRUE,FALSE,FALSE,FALSE,JE,24,0,0,0,24,0
25,1975,TRUE,FALSE,FALSE,FALSE,TP,96,0,0,0,0,96
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,44,0,0,0,0,0
12,1986,TRUE,FALSE,FALSE,FALSE,BP,132,0,0,66,66,0
12,1984,TRUE,FALSE,FALSE,FALSE,SGN,158,0,0,101,57,0
11,1987,TRUE,FALSE,FALSE,FALSE,TAP,80,0,0,0,44,36
4,1984,TRUE,FALSE,FALSE,FALSE,TAP,32,0,0,16,16,0
12,1984,TRUE,TRUE,FALSE,FALSE,YS,99,0,0,44,44,11
16,1998,TRUE,FALSE,FALSE,FALSE,SK,96,0,0,0,81,15
10,1984,TRUE,TRUE,FALSE,FALSE,JE,63,0,0,0,0,31
17,2017,TRUE,FALSE,FALSE,FALSE,PG,504,0,0,0,0,0
14,2011,TRUE,FALSE,FALSE,FALSE,SGN,247,0,0,0,0,0
16,1998,TRUE,FALSE,FALSE,FALSE,SK,59,0,0,0,0,59
16,1998,TRUE,FALSE,FALSE,FALSE,SK,59,0,0,0,0,59
16,1998,TRUE,FALSE,FALSE,FALSE,SK,96,0,0,0,81,15
11,1976,TRUE,FALSE,FALSE,FALSE,AMK,160,0,0,0,0,0
25,1990,TRUE,TRUE,FALSE,FALSE,BH,100,0,0,0,53,26
4,1984,TRUE,FALSE,FALSE,FALSE,BB,46,0,0,28,16,2
11,1991,TRUE,FALSE,FALSE,FALSE,CCK,72,0,0,0,52,20
12,1984,TRUE,FALSE,FALSE,FALSE,JE,88,0,0,0,88,0
25,1975,TRUE,FALSE,FALSE,FALSE,TP,96,0,0,0,0,96
12,1992,TRUE,FALSE,FALSE,FALSE,PRC,55,0,0,0,0,0
4,1987,TRUE,FALSE,FALSE,FALSE,BP,22,0,0,9,7,6
13,1983,TRUE,TRUE,FALSE,FALSE,SGN,120,0,0,0,120,0
11,1988,TRUE,FALSE,FALSE,FALSE,TAP,110,0,0,0,58,52
1,2018,FALSE,FALSE,FALSE,FALSE,PG,0,0,0,0,0,0
4,1984,TRUE,FALSE,FALSE,FALSE,TAP,32,0,0,16,16,0
10,1984,TRUE,FALSE,FALSE,FALSE,YS,97,0,0,45,37,15
14,1998,TRUE,FALSE,FALSE,FALSE,SK,78,0,0,0,65,13
18,2017,TRUE,TRUE,FALSE,FALSE,PG,136,0,0,68,68,0
16,1998,TRUE,FALSE,FALSE,FALSE,SK,59,0,0,0,0,59
17,2017,TRUE,FALSE,FALSE,FALSE,PG,160,0,0,80,80,0
16,1998,TRUE,FALSE,FALSE,FALSE,SK,59,0,0,0,0,59
17,2017,TRUE,FALSE,FALSE,FALSE,PG,158,0,32,48,78,0
14,1997,TRUE,FALSE,FALSE,FALSE,SK,67,0,0,0,54,13
5,1997,FALSE,FALSE,FALSE,TRUE,SK,0,0,0,0,0,0
12,1977,TRUE,FALSE,FALSE,FALSE,AMK,193,0,0,166,22,3
11,1990,TRUE,TRUE,FALSE,FALSE,BH,54,0,0,0,37,17
10,1984,TRUE,FALSE,FALSE,FALSE,BB,129,0,0,73,55,1
11,1991,TRUE,TRUE,FALSE,FALSE,CCK,72,0,0,0,36,36
4,1984,TRUE,TRUE,FALSE,FALSE,JE,12,0,0,10,2,0
